title,body,visibility,tags
harsha's office hours cancelled,hi all i will not be able to hold my office hours this friday,public,other logistics
data format provided for rs,hi in hw write up it mentions that the data format for rs is however in the url the data format is a little bit different users dat userid gender age occupation zip code movies dat movieid title genres just to make sure that we need to assume the format is as the one in write up right thanks,public,hw9
nlp bus error in glove,my homework is nlp and i'm in the process of word vectorization i tried to use glove developed by stanford but the code they give keeps giving bus error vocab count coocur and shuffle works fine for me but when i run glove it gives build glove input file cooccurrence shuf bin vocab file vocab txt save file vectors gradsq file gradsq verbose vector size threads alpha x max eta binary model training modelread lines initializing parameters done vector size vocab size x max alpha bus error glove input file cooccurrence shuf bin vocab file vocab txt save file have you anyone encountered this problem and what should i do to vectorize,public,hw9
guide on installation of python tensorflow and keras with gpu support on aws machine,http expressionflow com installing tensorflow on an aws ec p gpu instance it's a wonderful guidance evan,public,hw9
moving friday office hours,hi all i need to move my office hours this week to friday at pm they will still be held in ghc,public,logistics
typo in rs data,in training rating data line seems to have the user id missing i assume that this is a typo but is it that we have to account for this,public,hw9
how deep should we go into reinforcement learning,i still got confused by some part of reinforcement learning and i found some useful courses in udacity about reinforcement learning and i am planning to take them during summer break but the problem is that how deep should we go into it as far as now should i finish them before the final exam,public,videos
lecture on wed,will the next lecture be a continuation of reinforcement learning or will we be covering pac learning instead prof barnabas poczos mentioned that he would continue next week,public,logistics
aws credits,can we use the aws credits for creating an instance on ec or can we use them only for specific things,public,hw9
cv how to read data bin data batch bin,hi i have trouble reading binary data into python i use unpickle function given here http www cs toronto edu kriz cifar html but it fails to read the data with errors cpickle unpicklingerror invalid load key ' ' can anyone give me some hints on how to read the data thank you evan,public,hw9
true rating from training rating results csv for computing rmse recommendation sys,for recommendation systems are we supposed to use the rating in training rating dat or the one at the corresponding index in results csv as the true rating when computing rmse also when computing the rmse based on average of all movie ratings i assume this is the sum of all movie ratings in training rating dat nonzero ratings and not the average of ratings in results csv,public,hw9
csv file provided for rs,is the results csv file provided for rs using rating mean prediction,public,hw9
how to test our code,how can autolab know how well we do i guess it only depends on the results csv file right so it doesn't matter that how we organize our code under code directory right thanks for clarify evan,public,hw9
python version,is it necessary to use python for hw,public,hw9
cnn model,can we use transfer learning instead of building the complete model on our own,public,hw9
cnn accuracy,i built a really deep cnn layers i also did data augmentation and included dropout to prevent overfitting i tried different optimizers sgd adam rmsprop in keras i tried tuning the parameters also but still i am getting a train accuracy of any suggestions on how to improve the model,public,hw9
hw rs,for matrix factorization you can try classical approach taught in class or adding non negative constraints what approach are they referencing in the writeup,public,hw9
recommendation system question about checking movie user mean prediction preprocessing,the writeup says you need to do some pre processing to ignore them we recommend first try to use movie user mean prediction to see if you have processed data correctly we recommend first try to use movie user mean prediction to see if you have processed data correctly do you mean implementing movie user mean prediction and then submit to autolab to see whether we get score to verify the preprocessing correctness if so why should we ignore them what is rating mean prediction and movie user mean prediction exactly for i don't remember the matrix factorization paper mentions these two thanks a lot,public,hw9
where is section,where is section,public,hw9
change in time for sarah's oh,hi all sorry for the short notice but i am changing my office hour today tuesday to this change is also reflected in the google calendar thanks sarah,public,logistics
reinforcement learning deterministic actions,in the reinforcement learning diagrams from lecture below for state value and action value functions it is possible to take one of a set of actions given your current state however after taking this action it then seems possible to be in any number of states intuitively i don't understand why taking an action doesn't deterministically result in a specific state in other words why is a single action capable of producing multiple states for example if i'm playing chess and i decide to move a pawn forward the board can only have one state after i take this action why then do these diagrams suggest that it is possible to have multiple states after taking an action if chess isn't a good example to explain this can you provide an example that does thanks,public,other
slight change in abhinav's oh,abhinav's office hours from am today,public,logistics
hw submission error,hi all i noticed a few students accidentally submitted homework to the homework gradescope assignment i have noted who these students are if this applies to you please resubmit your homework to the correct assignment as soon as possible i will confirm that you have not edited it from what you had previously submitted on time in the wrong place and consider it on time as long as we receive it today april thanks sarah,public,hw8
not allowed to use external library for recommendation system,hi are we not allowed to use this library https piazza com class ixs v xr cz d cid thanks,public,hw9
is it possible to extend the hw due,some of us will have an final exam on may th also another project count as final exam due may th and i just saw the due day for hw is may rd so is it possible to change the due time i mean it is very hard for us to handle everything in just week from now on,public,hw9
any hw write ups,soooo where can i find the hw,public,hw9
d separate inconsistent result from two methods,hello when solving the problem deciding whether a variable is d separate from other variable when using the two methods using definition blocked' and definition 'undirected graph for example if i want to find out which variable is d deparate from h given c using definition i will find that every variable has a path to h so none is d separate but using definition if i try every variable separately say first i remove g which is not an ancestor and draw the graph i will find that t o e is d separate from h so which is right thanks,public,hw8
explicit inference,how do we do explicit inference this time since c is in the given for some of the terms for example in the hw recitation we were able to simplify it because it was not the case for w i can't just pull certain terms out of the marginalizing summation since they are conditioned on c too thanks,public,hw8
hw recitation,for hw recitation p h is cancelled out but why isn't p i w h cancelled out it's the exact same for each is this just a typo,public,hw8
forward backward hmm,would the forward and backward algorithm give exactly the same probability also if i am understanding correctly to calculate p o o o using the backward algorithm we will need to know but the whiteboard notes says that t starts from t and goes back to instead of is there something that i am missing,public,hw8
gibbs sampling how do i go about finding conditional distribution from joint distribution,how do i go about finding conditional distribution from joint distribution of the bayes net if i do something like marginalizing over other variables i will end up with a number and not a distribution what am i missing here how do i approach this,public,hw8
question,do we assume that state matrix are time invariant,public,hw8
office hours,is the office hours going on right now and is the th floor kitchen the kitchnette,public,logistics
factorized form w common ancestor,if two nodes on a graph should you write the common ancestor once or multiple times i e in this toy example would the factorized form be p d a b p a c p c p b c p c or p d a b p a c p b c p c in the top p c is multiplied in twice but on the bottom it's only done once,public,hw8
hw gradescope grades released,hi all we have released the hw gradescope grades here is how we graded the answers q you should have submitted an image which looks something along the lines of these layer layer obviously it didn't have to look exactly like this we had a variety of different colours and funny shapes submitted the main point is you should be able to answer a b and c with them as follows q so there were quite a few students asking what the difference between a and c and b and c as such there was a lot of over lap between answers so i decided to just combine a c and b c where if you answered the following ways i gave you the marks for a c basically we wanted you to identify how you could still see the original image however the convolution seems to have exaggerated certain 'features' of the digit and almost all of them are a little different the filters are trying to capture edges of the image for b c we wanted you to identify that the only difference max pooling does is blur pixelate lower the resolution of each of the convolutions notice how our of layer in the images above is just a more pixelated version of of our layer for the images to be given marks they must have been able to show these results q we gave marks to anyone who received over most people were able to hit around which is the ideal area we wanted you in any less than this we did not reward you marks thanks course staff,public,hw7
j,how do we get this last one where there are multiple ones shown as independent to each other conditionally given some set thanks,public,hw8
gibbs sampling,can someone give me basic idea of how to approach gibbs sampling thanks,public,hw8
number of parameters,on slide of the recitation ppt i see the number of params are for p g for p w for p ph g for p h g ph for p i w h which sum up to should it not be the following instead for p g for p w for p ph g for p h g ph for p i w h summing upto be,public,hw8
computer vision of hw,i am now trying to build a convolutional neural network for the hw computer vision project can i use the existing cnn module like keras for this course project or i have to build the whole network like what we did on hw on my own,public,hw9
brute force sampling,for variables without condition for example t t we just assign sample from to as t from to as t what about variables with conditions like g e h should we sample e and h and get their values like e and h and check the cpt do the same thing to sampling of g thanks a lot,public,hw8
penalty late days on autolab gradebook,on autolab gradebook for hw and hw it shows that i used penalty late day but i did not submit late could you please check why it appears as instead of,public,logistics
how to do sampling in python,can someone tell me some idea on how to do sampling in pyhton based on cpt i dont understand how to implement in python this is in reference to inference questions,public,hw8
estimates from sampling,for the brute force sampling i tried several experiments and my estimates oscillate between or away from my calculated estimate in am i doing it right should the estimate be very close all the time or is this variation okay thanks,public,hw8
parameters,in slide of http www cs cmu edu mgormley courses s slides lecture bayesnet pdf do we know that the number of minimum parameters is because each one is binary for example if the value its theta and otherwise it's theta so we only need one for it there are one for each node in the graph thanks,public,other
late submission,what is the grading scheme for late submissions in hw,public,hw8
q and deliverables,do we have to submit a single plot for both the questions,public,hw8
q,can anyone tell me how to calculate a since here we have a and matt said in class that a start a k for all k start and for the step in our homework t so what does at end mean here should we calculate a,public,hw8
why do we need the marginals,the marginals are calculated as p y t k x frac alpha t beta t p x but if the the each observation is only dependent on the current state emission and the previous state transition why would we need to condition on the entire vector of observations for x in other words why can't we just compute p y t k x t x t,public,hw8
hw problem model or chain,shouldn't the text of problem use markov chain instead of markov model when it talks about the model unfolded in a sequence of observations,public,hw8
hw recitation date,in the course schedule it says homework will be released tomorrow april th monday and it's due may rd wednesday in the recitation schedule it says the recitation on homework will be on april th thursday would it be possible to change the recitation date to april th tuesday so that we can have more time to work on the homework after the recitation thank you,public,hw9
q end state,in the question we were asked to derive p x from the alphas but if we don't know about the end state how can we do that,public,hw8
factorized form,is it fair to say that factorized form of the joint distribution has multiple different forms depending on the ordering of factorizing for example for question like p a b c where bn is like a b c is it fair to say all three below are correct factorized form p a b c p a b c p b c p c p a b p b c p c or p a b c p b a c p c a p a p b a c p c a p a or p a b c p c a b p a b p b p c b p c p a,public,hw8
lec slide,pfa image highlighted in red shouldn't it be y t,public,videos hw8
confusion in definitions of d separation p of lecture,i am confused about definitions of d separation as they seem to sometime give me different results for example if we look at the case like below where a and b are common parents of c which is not given in the definition it seems they are d separated as only path from a to b is through c and that one is closed as it falls under the category of v structure however if i do the definition where undirected ancestral moral graph with e removed they seems to give me a result of not being d separated could someone explain how this is happening,public,hw8 videos
q,it is given if harry s professor is not evil harry is more likely to spend his time in the library studying does this mean we have to condition harry's studying in library l directly on professor being evil p which means l will be conditioned on i h and p is my understanding correct,public,hw8
bn diagram when types of structure co exist,lets say we had a diagram like below where both v shape and cascade structure is co existing between a and b i feel like when something is dependent and independent at the same time it is independent so here is it fair to say that they are dependent,public,videos hw8
code for calculating f with two files,this code will concatenate a csv file of correctly labeled data from the conll dataset with a csv of predicted labels for that data and run the perl script for calculating f score found at http www cnts ua ac be conll chunking conlleval txt which should be saved in the same directory as conllscript pl comparetwo py,public,hw9
question about,i'm really confused about the question now since we are not given a starting state or end state do we assume s is the starting state or is there a hidden starting state s which we should assume to be i'm guessing since we are given the initial probabilities there is a hidden s but if this is the case the transition probabilities from s to s would be different from the rest of the transition of states because in the homework s has initial probabilities and which are different form the transition probabilities should we always assume that alpha k forall k,public,hw8
recitation bayes net example,in the bayes net example at the end he was left with the following equation questions why he did not factor p i w h f and cancel that out did we do all that just to get that nothing else matters and the answer is simply the probability of p w,public,hw8
lec time series slide,can someone explain how the values etc came i understood the previous part but not how these values came how do we get values for each of o s s o c it says mixture model so does it mean gmm,public,videos hw8
relation between markov blanket and d separation test algorithm,hi all as far as i know we can use both markov blanket and d separation test algorithm to verify a conditionally independence relation my question is is there any relation between the two algorithm e g are they equivalent or not thx evan,public,hw8
hmm forward and backward algorithm giving same result,so theoretically both the forward algorithm and the backward algorithm should give the same probability am i right,public,hw8
relation between forward backward algorithm fba and viterbi algorithm va,hi all i want to ensure i have a correct understanding of the relation between the two algorithms please correct me if i am wrong fba is a family of algorithms that includes forward step and backward step even the number of soldier algorithm can be refered as a fba vb is a form of fba as it also includes f step and b step page of lecture 's slide shows a special fba instance where it defines alpha and beta as such so that it addresses the problem of finding value with highest marginal probability the fba instance shown in page lecture does not say anything about the most possible assignment of values vb is a fba instance that addresses the problem of finding most probable assignment of values thanks for your patience and time any related materials is appreciated evan,public,hw8
forward backward algorithm,hi all can anyone help me with the final equals formula how do we derive that thx evan,public,hw8
problem c,in problem c professor can be good neutral evil can we assume that both neutral and good are not evil mentioned in the description if so does it mean we still only need one parameter to represent this event,public,hw8
initializing,for step a where i have to initialize t c e and h is setting them equal to good enough or should i randomly sample them as well,public,hw8
q gibbs sampling,hi for the gibbs sampling why would i want to sample t e and h when i know my objective is to find probability of c and that c is independent of all others why cant i just sample c times thanks,public,hw8
can we use code for,in order to evaluate the sums in i wrote some code is this ok or do we have to do it by hand and if we do use code do you want to see our code because this is part of our 'work',public,hw8
is gibbs sampling expected to run faster than brute force,hi all i know this could be an under defined question as code running efficiency is highly dependent on implementation but i still feel surprised when i found my brute force code for runs x faster then my gibbs sampling code with samples they have very similar result after convergence which is also close to the theoretical one so i believe my code is right so i am curious about is gibbs sampling expected to run faster than brute force even though my experiments don't support that thx evan,public,hw8
minimum parameters,i am little confused about the minimum requirement in b since we can make all events always happening then we need zero parameters it seems we have some assumption about the distribution model is it always bernoulli or multinomial are we allowed to merge states when using bernoulli or multinomial,public,hw8
is that possible to relesae hw now,i have lots of projects going to due in next weeks is that possible to release hw now so that i can have time to build the model,public,hw9
d separation ancestor parents or all ancestors,hi all i want to make sure that i understand d separation check algo correctly does ancestor here mean only parents or all ancestors please clarify thanks evan,public,hw8
d separation and conditional independence,hi all i have a confusion concerning d separation according to the d separation algo matt introduce once it's d separated then conditional independence can be guaranteed however what if we cannot tell from the algo that x and z are d separated given y does it mean x and z are not conditionally independent but according to this materials mit in this case it is also possible to have numerical independence it says we can say the variables are dependent as far as the bayes net is concerned or the bayes net does not require the variables to be independent but we cannot guarantee dependency using d separation alone because the variables can still be numerically independent e g if p a b and p a happen to be equal for all values of a and b so what should we do in question should we only consider variables dependence so that if x and z are not d separated given y then we conclude that x and z are not conditionally independent given y thank you evan,public,hw8
q how can we generate random samples from conditional probability,for example how can we generate random samples for p e t c o,public,hw8
backward algorithm corner cases,hi i have some confusions for question where we are noted to generate a b but according to the formula at class if we let t then we should have state t informations to generate however we are not provided with s o data i wonder if we should just use s o as we generate if it is the case when we compute can we also assume there is a state s and use p s s a and p s s b to generate a b respectively thanks,public,hw8
evaluation using beta,according to our lecture notes the problems of hmm were evaluation marginals and decoding in hw problem we're asked to do evaluation using alpha values and in problem we're asked to do evaluation using beta values in lecture notes on forward backward algorithm it says we do evaluation only using alpha values and we do marginals using both alpha and beta values how do we do evaluation using only beta values which is asked to do in problem thank you,public,hw8
hand written version of hw,can we submit the answer in hand written version,public,hw8
gibbs sampling how can i calculate these conditional probabilities,i'm confused about the proper way to calculate these conditional probabilities can somebody confirm if this process is correct let's say i want the distribution for p e i st i take the markov blanket which in this case is the entire network p e i o t i c i h i g i nd not sure i try to obtain the probability of e having one value let's say frac p e i o t i c i h i g i p o t i c i h i g i for the numerator there is not a single cpt table with eotchg can i just multiply the values from two tables which together gather all the necessary variables formally is the following correct p e i o t i c i h i g i p e i o t i c i p e i h i g i for the denominator can i marginalize e by summing over its two possible values getting each of these values doing twice p e i o t i c i h i g i p e i o t i c i h i g i am i overthinking this is this process correct,public,hw8
in gibbs sampling how will e t affect t t,in the notes we sample t according to p t t e t h t c t o o g g b however i think e t has no relevance with t t although e t is relevant to t t the same for h t and c t so the conditional probability here is actually p t t o o g g b,public,hw8
calculating alpha for first y in markov chain,when calculating alpha k we need to know p y k y start but its not specified in the notes how to compute this particular conditional probability is it just p y k,public,hw8
q,i am confused between two methods to generate samples one of the methods would be to calculate p e p g and p h by using marginal probability summation which will be a lot of calculations otherwise we can program it in the following way generate sample for t c o as they dont have any parent based on the results above we can then use the table to generate sample for e then sample for h similarly for g because we have to know e and h before sampling g this will have a lot of if and else in the program as we have to map the whole table in the program is there any other method that i am missing or am i on the right track,public,hw8
plots,just wanted to make sure we submit one single plot that covers problems and right,public,hw8
unscaled alpha parameter,in problem part the problem asks to find the value of unscaled alpha parameters i'm confused by the wording here for example does unscaled alpha a mean p o d s a directly or are we does unscaled refer to anything else,public,hw8
q brute force sampling,hi how are we supposed to take samples for the brute force method should we use random function thanks,public,hw8
d separation question,we usually talk about whether a and b are d separated given c do we always assume that the two variables a and b are different and also do we assume that the the two variables are not contained in the evidence set i e is a and a are d separated given c always false by definition is a and c are d separated given c always false by definition similarly is a and a are conditionally independent given c always false by definition is a and c are conditionally independent given c always false by definition thank you,public,other
problem,for this problem i'm trying to use marginalization over the irrelevant variables but this leads to a very long expansion which would take a long time to calculate am i doing it right or is this the wrong way to do it thanks,public,hw8
running late to my office hours today,i will be there in minutes,public,logistics
d separation and conditional independence,in the lecture it says if x and z are d separated given a set of variables e then x and z and conditionally independent given the set e can we assume that the reverse is also true that is can we say x and z are d separated given a set of variables e iff x and z and conditionally independent given the set e thank you,public,hw8
problem true false,just wanted to make sure for problem true false questions we don't need to provide justifications and we just need to write true false right,public,hw8
ancestral graph,in ancestral graph when we say we keep nodes and their ancestors does this include grand parents grand grand parents etc too so for example if we have a rightarrow b rightarrow c when we say we keep c and its ancestors do we keep all a b and c thank you,public,other
independence,i know these questions are stupid all the techniques presented in class d separation and markov blanket talk about conditional independence it assumes that we have a set of given variable as conditions if we do not know anything about the variables what can we say about independence can i say that when variables are part of the same graph and we did not observe any of the variables they would always be dependent the only case in this graph that we can ensure independence is when we know the values of a set e that ensures the conditional independence is this interpretation correct solved the d separation algorithm provides an answer for all cases if two nodes are d separated given a set e they are independent however if they are not d separated does it mean that they are dependent or it is undetermined thanks,public,hw8
inference for hmms marginals,can anyone explain to me this equation i can't quite understand how to get this one better use the tunnel matt mention on class and the example thanks,public,hw8
how to calculate beta t k in backward algorithm,if we initialize with beta t end and use the equation in step then beta t k displaystyle sum j k p x t y t j cdot beta t j cdot p y t j y t k but we do not know p x t y t j because there is no x t how to calculate beta t k then,public,logistics hw8
problem,in problem do we consider the transacton from start state and end state too although they are not drawn on the graph,public,hw8
ambiguity in question,on the question it says harry is also more likely to spend his time studying in the library if his friend hermione lectures him to do so as harry studies more he is more likely to earn points for his house in here the study more in the sentence as harry studies more he is more likely to earn points for his house refer to the harry studying in lib or harry studying with hermione,public,hw8
brute force vs gibbs sampling,is the only difference between these two methods that in gibbs sampling we automatically discount known variables for example say p a b c p a p b a p c a b where each variable can be one of two states or our goal is to use sampling to approximate the distribution of p a c in brute force sampling we will sample a b and c from their conditional probability tables without assuming c already equals for a total of k iterations then we will count the number of times a given that c out of all the times c this is our final probability the number of times c is not necessarily k in gibbs sampling we will sample a and b from their conditional probability tables since we already know that c for a total of k iterations then we will count the the number of times a out of all k iterations this is our final probability is this correct or am i missing anything thanks,public,hw8
interesting paper on conv nets,just found this recent short paper on conv nets title deep neural networks do not recognize negative images pdf link https arxiv org pdf pdf https arxiv org abs,public,other
not d separated implies what,what happens if two variables are not d separated it looks like this alone does not imply anything thus for problem in hw how can we say false when two nodes are not d separated conditioned on a variable isn't it unknown if the two variables are not d separated but this is not one of the options,public,hw8
bayesian network how to prove that given y x is not conditional independent with z,hi i'm watching the bn lecture and tried to prove this but failed can you provide me with some hint i can only derive the answer by separation can you help me derive it using probability method thanks,public,logistics hw8
q what is a factorized form of the joint distribution,are those factorized forms of the joint distribution,public,hw8
hw dl structure,do we need to implement the hw from scratch can we use dl structure such as caffe tensorflow if we can how are we going to send the code to autolab and be graded,public,hw9
markov blanket theorem,in lecture slide in the theorem a node x is conditionally independent of every other node in the graph given its markov blanket does 'every other node' mean all nodes excluding x or does it mean all nodes excluding x and also excluding the nodes in the markov blanket of x thank you,public,other
aws credit available for homework,hi all we have aws credits available for homework note that it can be only used for this assignment for this course if you think you need request aws credits then one of the team member should create an aws account based on his andrew email and backed by his own credit card write down your digits account id under account settings then using this account using their andrew email account join aws educate https aws amazon com education awseducate he will need to fill in the account id for this don't choose educate starter account leave the promo code field blank last this member need to fill out this google form since we have limited number of resources you need to write a few sentences about why you need this credits in the form by april p m https goo gl forms s yvwwol nhxa g after we get the code which may take one two days we will send the coupon code to your email address and you can redeem it in your aws account and use it also quick notes there will be no tutorial provided for aws services it is your responsibility to figure out how to use that you need to beware of putting your credentials into code that can be seen by others for example there are criminals that search github for publicly visible credentials steal them and run up your credit card bill probably reselling the cycles the student that has this happen to them is responsible for the stolen credential use although they should change the credential report it to course staff and aws quickly and in our experience aws is pretty good about forgiving the costs incurred by such criminal activity good luck hw team,public,hw9
question about derivation of forward algorithm,hi i didn't understand the third step can any one help me,public,logistics
inference in bayesian network,in the lecture we solved the inference problem of beyesian network by monte carlo or gibbs sampling i wonder if we can just explicitly write out the distribution function according to the given conditional probability instead of doing the sampling i think this is not hard in the example of fire alarm,public,logistics
bayesnet continuous,lecture slide here the graph says the mean of c is mu c a b right then shouldn't the mean of d be mu d c instead of what's shown in the graph that the mean of d is mu d c thank you,public,other
number of parameters,this is in lecture whiteboard notes we were discussing ideas on how to express the joint distribution for the tornado example for idea naive bayes is the number of parameters needed thank you,public,other
oh during carnival,will there be oh during thursday and friday this week as normal week,public,logistics
hw tips watch the end of the lecture,hi all i am posting this to remind you that you should watch the end of the hmm's lecture here lecture after the hour matt covered hmm's in more depth in the video than he had time to during the lectures and if you would like to be successful in both hw and the final you would be wise to watch this additional content note this is mandatory content the material covered in the online video is relevant to your assignments and is fair game for the final exam thanks daniel,public,exam hw8
rui's ofiice hours cancelled today,hi all i have to cancel my office hours this week i've updated the calendar sorry for the late notice best rui sun,public,logistics
bn models of lecture,i did not really get how the y being shaded or not effected the proof of first two cases and therefor having a problem in proving case how does the difference of y being shaded or being observed effect the proof i can understand the concept but it feels like the following proofs would also work even when y is not observed,public,videos
cancelling office hours,hi all i have to cancel my office hours this week sorry for the inconvenience best ye yuan,public,logistics
a mistake of emission matrix in lecture ppt,in slide the emission matrix is a and transition matrix is b in slide it is said need to times an extra weight of emission probability highlighted in yellow but in the equation below used b as the emission matrix b pref n i think it should be a pref n right,public,logistics videos
hw part independent parameters or total parameters,given that some probabilities will sum to do we need to provide the number of independent parameters which could in theory be enough to specify a model or the total number of parameters thanks,public,hw8
oh from am am today,i am running a little late from an earlier meeting for the am oh today postponing to start at am please feel free to arrive earlier and work at the location,public,logistics
sgd momentum crashing otl,why is my sgd momentum crashing i'm using param winc and params,public,hw7
sgd momentum,why is my sgd momentum crashing i'm using param winc and edit figured it out thnx for the post on debugging crashing,public,hw7
sgd momentum,im confused as to what we're supposed to do for sgd momentum so the theta in the writeup is param winc so does that mean that equation tells us how to update param winc also equation do we use the output of equation as our derivative for equation for theta also we use equation and to update be just change the derivative to be wrt b and the alpha to be the one for b right,public,hw7
homework has been released,hi all homework is now posted you can find the pdf handout for the homework in the resources tab on piazza the homework is due on april at pm all problems on this homework will be submitted through gradescope see the pdf handout for detailed submission instructions,public,hw8
zlib error error while decompressing invalid code lengths set,traceback most recent call last file c users pedro documents machine learning hw hw handout python testlenet py line in main file c users pedro documents machine learning hw hw handout python testlenet py line in main xtrain ytrain xval yval xtest ytest cnn lenet load mnist fullset file c users pedro documents machine learning hw hw handout python cnn lenet py line in load mnist mnist dataset scipy io loadmat ' mnist all' file c python lib site packages scipy io matlab mio py line in loadmat matfile dict mr get variables variable names file c python lib site packages scipy io matlab mio py line in get variables hdr next position self read var header file c python lib site packages scipy io matlab mio py line in read var header mdtype byte count self matrix reader read full tag file scipy io matlab mio utils pyx line in scipy io matlab mio utils varreader read full tag scipy io matlab mio utils c file scipy io matlab mio utils pyx line in scipy io matlab mio utils varreader cread full tag scipy io matlab mio utils c file scipy io matlab streams pyx line in scipy io matlab streams zlibinputstream read into scipy io matlab streams c file scipy io matlab streams pyx line in scipy io matlab streams zlibinputstream fill buffer scipy io matlab streams c zlib error error while decompressing invalid code lengths set finished in s the template code is not loading the data set any hint,public,hw7
question about homework,if i read paper related to recommendation in hw could i choose do other topic such as computer vision in hw,public,hw9
max pool backward,to those that successfully implemented this function any other pitfalls to avoid additional test case ideas to try so far i've ensured that during backprop input pixel locations that are local maxima for multiple maxpool cells get the sum of its corresponding max cells' gradients for two or more input pixels with a max value tie only one is consistently selected updated with gradients basic test cases operate as expected locally i'm not getting a code crash error in autolab apparently my implementation is simply incorrect,public,hw7
visualization cannot import param,hi i tried import my lenet mat using scipy io loadmat but got the error valueerror unknown mat file type version what does it mean and is there a way to fix this thank you,public,hw7
test dataset,the speed of training does not seems to be different when i am training on fullset and non fullset i am currently changing the th line of the code by changing true to false def load mnist fullset true def load mnist fullset false save and running the training code is there anything else that i have to do in addition,public,hw7
visualization in matlab,after you complete the training you will get your trained parameters in lenet mat for matlab clear everything from the workspace load lenet mat you can double click on it to load it to the workspace initialize the layers but modify layer batch size choose a random image from training testing data i e vector take the corresponding y for that particular example run conv net m conv net output m your images are stored in ouput data and output datareshape them to d arraysuse imshow to show the images,public,hw7
display iteration,i just realized that i set the display iteration in testlenet equal to instead of the default would that be okay if i submit the testing result with displaying cost instead of i don't think there would be enough time for me to retrain the model given the deadline is midnight,public,hw7
ide cannot run scipy io loadmat,i try to load lenet mat file using import scipy io data scipy io loadmat 'lenet' this does not work for me but it works for minst all mat i really have no idea why and i have spend a lot of time on this ide issue is there any other way to load mat file or what is wrong wth lenet mat why it cannot be loaded,public,hw7
output image color,in the feature visualization are the output images supposed to be only black white or should it be colored i realized that whether i normalize the input values into range or into range affect whether the output images are in color or black white thank you,public,hw7
pool backward clarification,hi i am confused as to how to multiply output diff by the gradient i computed made up of s since the dimensions are output diff gradient any direction would be appreciated,public,hw7
debugging code crashes,there could be multiple reasons for code crashing on autolab make sure you are not doing any of the following also people who have resolved this issue can add to this as to what changes they made do not hard code any values in the code number of layers sizes of the outputs inputs etc there are some issue with broadcasting,public,hw7
feature visualization pad stride k,for feature visualization maxpooling layer what values of k pad and stride should we use for convolutional layer i chose pad stride and automatically got the value of k i should use by the formula of h out but in maxpooling layer when i choose pad stride the value of k i get from the formula of h out is too large so i chose pad stride so that the value of k is smaller but the output images of the maxpooling layer don't look like what i expected thank you,public,hw7
visualization,for visualization take a sample data point from xtest load your trained parameters lenet mat and pass your data sample through the network look at conv net output function once you have passed the data you can access the outputs using the output data structure output i data and visualize them,public,hw7
max pooling backward,i have an issue with max pooling backward and the code is doing what i expect thus i guess there must be an issue in my logic which i would like some help with so here it is given the following image h in w in and c the numbers in the first channel are positive and in the second channel are negative after we run max pooling with k and step we would get thus when we run backward we would get a matrix that is everywhere except at the indeces where there was a max i e this would be the resulting matrix assuming dc dy i for all y i is my reasoning correct,public,hw7
feature visualization not possible,hello i made a post and because of this error i'm unable to train my data i went oh today and the ta couldn't figure this out and as per the post several people are running into this same problem even though we have a full on autolab i was wondering if the instructors could allow us to do question under feature visualization without actually having run our code it seems kind of unfair that we would have to lose points for this error thank you edit also in relation i've tried everything in trying to figure out where the nan comes from but no luck,public,hw7
questions about feature visualization part,i have some questions regarding the feature visualization part once we get the output of the convolutional layer each image size by is stored as an np array of size by in what order should this be reshaped to be plotted by matplotlib for example if a by image is stored as np array of size by like this then should we turn it into to plot the image using matplotlib also when i try that way i get images that look weird and are in color are we supposed to get black white images only do we have to somehow normalize the output values thank you,public,hw7
about visualizing the different outputs,for visualization the handout says show images from each layer on a single figure file but there aren't different images coming out of conv or pooling layers rather they are different aspects of a single image so i am confused are we supposed to plot all the outputs of a single input image or outputs of different input images,public,hw7
param grad and param winc in sgd momentum,i asked this question before but i think follow ups are less noticeable than questions so kinda asking again to my understanding param winc stores the thetas and param grad stores the dl dw then by equation for each layer for 'b' shouldn't param winc i 'b' and param grad i 'b' two have the same shape why do they have different shapes for layer even before sgd momentum is called is layer the conv layer or is it a different layer that i messed up on y dosn't it match when it should why dosn't the assertion catch this,public,hw7
