title,body,visibility,tags
q forward checking,which values do we forward check for example my domain for all letters is the same initially and i have some constraints do we incrementally check in alphabetical and numerical order every possible value even when it is obvious it won't work for example would we initially check a,public,hw1
submitting our work,the writeup pdf file and the code files must all be tarred and submitted on autolab right,public,hw1
simulated annealing,while writing the path that we follow in simulated annealing do we need to indicate if we stay on the same node that is we do not move to a neighbour node,public,hw1
beam search start,how do we know which nodes to start with if beam search chooses a random k states when it starts,public,hw1
homework release on autolab,hi all homework is out on autolab if you have any trouble accessing it please let us know in the comments on this post this homework includes programming problems which as you may have learned be learning take a little while to debug sometimes so the course staff recommends you start early on this assignment you may also note that the assignment is out of however the homework will still be weighted the same as previous assignments we made this assignment have a higher denominator just because it was easier to make autolab test cases worth a round number of points updates the starter code for means ends analysis was updated the pseudocode for means ends analysis was lengthened,public,hw2
correct number of pops,on autolab i am getting the output of number of states popped differs with solution for the a algorithms and only for the large mazes is there a way to figure out what the correct number is so i can fix my code,public,hw1
simulated annealing,for simulated annealing the termination condition is when the temperature becomes zero however there is no mention of temperature in problem so how do we take care of the termination condition is it when the r values run out,public,hw1
beam search,for beam search how do we define a goal is it if a node has a value higher than all its neighbours so in beam search when we expand the beam do we stop at the first goal we find also in beam search if we have already added a node to the beam once do we add it again if we potentially visit it again,public,hw1
constraint satisfaction problem,are we allowed to infer constraints from other constraints for example can i add a constraint that b can't equal which is implied by a c,public,hw1
graph search,in graph search when expanding a node if we get a node that is already in out frontier should we update that node in the frontier or add it again in the frontier,public,hw1
local search,for this problem is it alright for us to run the algorithm in any language we want other than python,public,hw1
no output file on autolab,when i turn my code in on autolab i just get the output of no output file am i supposed to create files for each of the test cases if so what should they be named and in which folder,public,hw1
hw,could some one explain to me how we can test our code i can run the code against the test maps but how do i know that my result is correct,public,hw1
simulated annealing search,can someone explain what is e and e' stand for in p e e' t thank you very much,public,hw1
use matrix y x not matrix x y,hi all i fixed this typo in the tarred handout last week but i failed to fix it in the autolab writeup the handout reads matrix a character matrix consisting of s and s where s represent obstacles hint use matrix y x to access the x y element in the matrix if you've been using the writeup on autolab make sure you have this right if you've been using the pdf in the folder you downloaded you should be,public,hw1
lecture scribes' notes,if you were one of the scribes for this lecture please post your notes as plain text files here specifically a format like txt rtf or docx which we can easily grab the text from directly pdf is not a preferred format here,public,scribe_notes
lecture scribes' notes,if you were one of the scribes for this lecture please post your notes as plain text files here specifically a format like txt rtf or docx which we can easily grab the text from directly pdf is not a preferred format here,public,scribe_notes
extending my office hours,hi everyone i'm extending my office hours by an hour so they will now be to on wednesdays note that this is a permanent change meaning this will apply for the rest of the semester come stop by if you need any help or want to say hi,public,logistics
autolab ioerror,hi i'm not sure why i'm getting the following error in autolab traceback most recent call last file home autograde autolab autograde code main py line in main sys argv file home autograde autolab autograde code main py line in main bfs run maze maze data maze start maze end bfs outfile file home autograde autolab autograde code bfs py line in run writetofile outfile str count pos file home autograde autolab autograde code maze writer py line in writetofile with open file name 'rw' as f ioerror errno no such file or directory ' home autograde autolab autograde code small bfs out',public,hw1
breadth first search pop count,so i've implemented different breadth first search algorithms each one worse than the previous however i still cannot manage to write something so bad that it takes thousand dequeues to go through the example max i could do is what am i supposed to do i don't know how i should implement it there are quite a few ways to do this i have no idea which one is requested please send help thanks,public,hw1
question a,in question are we using the a graph search or tree search,public,hw1
csp forward checking backtracking,hi all while performing your constraint satisfaction computation there is a slightly nuanced point that you should keep in mind when you have set a variable and are performing forward checking if you find that a variable has no possible values left you should perform a step of backtracking so if you find that you are coming up with a solution to the csp problem with no backtracking you should take a second look at your trace and make sure you are counting instances where forward checking results in an impossibility forcing the algorithm to backtrack jon,public,hw1
problem manhattan distance to goal,the description of the heuristics in the handout says experiment with two heuristics euclidean distance and manhattan distance to the goal grid for the manhattan distance to goal grid heuristic should we take obstacles into account or do an overall distance like the euclidean heuristic i e should the heuristic of the start position to the goal position of the example map be as an overall distance or with obstacles thanks,public,hw1
problem simulated annealing,what if our interval is partitioned into pieces is this and or and,public,hw1
office hours right now,hi are there supposed to be office hours on ghc right now it doesn't seem like anyone is there,public,other
error on slide of constraint satisfaction problems csps,constraints a b a d c b c d on the top right of the slide about halfway through the trace of the algorithm a b c inconsistent with c b is not true as c is less than b in this case,public,other
beam search worse state edge case,hi all there has been a couple questions regarding how beam search handles the case when the best successor of a beam is actually worse than the current beam's value the correct behavior of beam search in this case is to make the beams worse at least temporarily by exploring the worse states the idea is that no beam ever stops growing even if it gets worse in the end however we always keep track of the best state that we've found along the way for instance if we were running beam search with k and the ith iteration of the algorithm found beams with values and and out of all the successors of these beams the best states are and we would update our beams to be and not this may seem counter intuitive but beams never stay put we would note that we got a however and would return this if we never found a better state after beam search concludes jon,public,hw1
number of states,hi the number of states for bfs is the matching but the number of states for a is not matching i tried several changes but none of them work for all the test cases for some of the small ones it is matching but for the large ones it is not matching,public,hw1
is bfs on the sample room configuration problem supposed to take a while,given that we need to add all of these nodes in a tree search and each addition takes n time given the spec of stable pq addition and we can expect to have pops this should result in an n runtime of a very large number it's taking my computer an incredibly long time to get through it all has anyone else experienced this,public,hw1
notes from speech to text translator,will the notes transcribed from the professor's speech to text translator be posted,public,other
lecture scribes' notes,if you were one of the scribes for this lecture please post your notes as plain text files here specifically a format like txt rtf or docx which we can easily grab the text from directly pdf is not a preferred format here,public,scribe_notes
important note on problem heuristics,we have come to realize that problem is a bit incomplete for the proof about heuristic dominance you are allowed to assume one of the statements listed below your choice a all nodes enqueued with an f value equal to the cost of the shortest path to the goal are dequeued before the goal state b all nodes enqueued with an f value equal to the cost of the shortest path to the goal are dequeued after the goal state i e never without assumptions such as these the thing you are asked to prove isn't always true if you've already been working on this problem we apologize for just releasing this now,public,hw1
lecture scribes' notes,if you were one of the scribes for this lecture please post your notes as plain text files here specifically a format like txt rtf or docx which we can easily grab the text from directly pdf is not a preferred format here,public,scribe_notes
number of pops,so i keep getting on autolab that my number of pops is wrong for all the algorithms although the path is correct so just to help me gauge if my value is overcounting or undercounting or off by one or can anyone give me the correct number of pops for one of the small matrices,public,hw1
bonus matrix preserving folder structure on autolab,where should we be writing our code for bonus matrix so that we don't mess up the folder structure necessary files for handing in to autolab,public,hw1
question about importing stablepq,hi this may be a silly question but i'm having trouble with importing in python i use the stablepq class in my bfs solution but when i try to run the script in i get that stablepq is not defined i tried importing at the top of the file in a variety of ways from stable pq import import stable pq etc but it doesn't seem to be working am i importing incorrectly thanks,public,hw1
running autograder py,there doesn't seem to be any documentation for how to use this to test our code anywhere how do i run autograder py,public,hw1
graph search vs tree search,for the programming part use tree search for bfs and graph search for a that is for bfs do not keep track of visited nodes but do keep track of them for a sorry for any confusion,public,hw1
bonus matrix txt,the bonus matrix is not included in the handout thanks,public,hw1
autolab submissions,hi all we have been working out some autolab issues throughout the day and things look they are working about right now just to be clear when you are tarring your submission file you should tar the handout directory the root directory of the assignment ie when you untar the archive you should get a hierarchy as follows handouthandout readme pdf handout codehandout code a star euclidean pyhandout code a star manhattan py the autograder depends on this structure of your tarball please let me know if you are getting any weird errors from the autograder and i can try to resolve them,public,hw1
dividing intervals for simulated annealing,hello in problem when we divide is which end of the interval needs to remain open for example if n do we get and or and,public,hw1
which version of python are you using to autograde our solutions,see title,public,hw1 hw2 hw3 hw4 hw5 logistics
lecture slides,hi when will the lecture slides for the more recent lectures be posted thanks,public,logistics other
graph search or tree search,hello for the first problem in hw i am wondering if we should perform graph search or tree search keeping track of nodes that have been extended or not i am asking because the number given in the example is too big for a graph search thank you,public,hw1
stablepq class,assuming stablepq means stable priority queues how can we use the class as i'm not sure where in the code template as stated in the write up can we use the heappq class or normal queue class thanks,public,hw1
lecture scribes' notes,if you were one of the scribes for this lecture please post your notes as plain text files here specifically a format like txt rtf or docx which we can easily grab the text from directly pdf is not a preferred format here,public,scribe_notes
homework released on autolab,hi all homework is out on autolab if you have trouble accessing it let us know it's due february pm note some material on the homework has not been covered yet but will be in the next lecture edits pm if you've downloaded the handout please redownload it there was a missing file stable pq py pm there was a typo in the handout do not use matrix x y use matrix y x pm the bonus map is now available in the handout,public,hw1
lecture scribes' notes,if you were one of the scribes for this lecture please post your notes as plain text files here specifically a format like txt rtf or docx which we can easily grab the text from directly pdf is not a preferred format here,public,scribe_notes
course logistics clarification,hi all we've made a few changes to the course policies which are now accurate and up to date on the course website specifically the grading policy is as follows homework regular assignments final project per regular assignment for final project midterm final additionally students will have an allotment of late days but a student may spend no more than late days on a single assignment submission of an assignment more than days after the due date will result in no credit given this is because we expect to post solutions to assignments after days please feel free to reach out with any questions you may have about these policies also don't forget to sign up to scribe a lecture in,public,logistics
lecture scribes' notes,if you were one of the scribes for this lecture please post your notes as plain text files here specifically a format like txt rtf or docx which we can easily grab the text from directly pdf is not a preferred format here,public,scribe_notes
lecture scribe's notes,if you were one of the scribes for this lecture please post your notes as plain text files here specifically a format like txt rtf or docx which we can easily grab the text from directly pdf is not a preferred format here,public,scribe_notes
scribed notes,where do we submit the notes from lecture when we take them,public,other
