title,body,visibility,tags
weird test case output,"<p>I tried running my own 4x4 test case:\xa0</p> <p></p> <p>0##0</p> <p>#00#</p> <p>0##0</p> <p>0000</p> <p></p> <p>This is trivially solvable. I know there's some bug in my code. I tried printing out the board, but for some reason, only two boards kept repeatedly printing out: the original and\xa0</p> <p></p> <p>0##0</p> <p>#00#</p> <p>0###</p> <p>00##</p> <p></p> <p>so I think there's something up with my enq and deq, but I have no idea where to start. Could anyone give possible (helpful) suggestions? thanks</p> <p></p> <p></p>",public,lightsout
Command line arguments,<p>How do we get our first board from the command line arguments such that we have a pointer to a usable board?</p>,public,lightsout
Bitvector equal,"<p>If we don't know what the implementation of bitvectors are, how can we implement bitvector equal?\xa0</p> <p></p> <p>EDIT: Actually I will make this question more generic, so I have passed the autograder with full points for my bitvector but I know that my library interface will only work for my definition of bitvector. Is it required to have a generic bitvector equal, flip ,get etc... functions or can we use bitvector____ like it works in our hash table and lightsout code?</p> <p></p> <p>EDIT: HAPPY 122 What a time to be alive!!</p> <p></p> <p></p> <p>Sterling</p>",public,lightsout
times out on a 3x2 but not on a 7x6?,<p>I'm a little confused as to why autolab would say that my lightsout would successfully pass a 7x6 board but time out for this test:</p> <pre>Test lightsout-bitvec-is-bool-arr on boards/3x2-12.txt *** TEST FAILED! Instead of returning 0 (success) as expected *** the autograder timed out after 15 seconds.</pre> <p>since you already tested for respecting the interface in a previous test:\xa0</p> <pre>Testing a 5x6 board with alternate 32-bit bitarrays</pre> <p>So it should be successfully passing the interface test even if the bitvector is a bool array. I'm not sure why it being a bool array would cause it to time out though.\xa0</p>,private,lightsout
How to hash bitvectors while respecting the interface,<p>If we have no idea what the library implementation of bitvectors are... how can we hash bitvectors? To insert into the hash_function?</p> <p></p> <p>Sterling</p>,public,lightsout
scoring,"<p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ix087c2ns5p656/ipbrvnffz864cz/j1lnbs5icd8q/Screen_Shot_20170417_at_12.53.39_AM.png"" alt="""" />why do i get a 0 even though all of these boards pass?</p>",private,lightsout
Exiting while loop while the loopguard is true,<p></p><pre>while (!(queue_empty(board_positions))){ ASSERT(!(queue_empty(board_positions)));</pre> <p>I am so confused. I have a loopguard after the body of my loop that evaluates to true but the loop still exits?? WHY IS THIS??</p> <p></p> <p></p>,private,lightsout
why won't my test case work???,<p></p><pre>20x20 OOOOOOOOOOOOOOOOOOOO OOOOOO########OOOOOO OOOO##OOOOOOOO##OOOO OOO#OOOOOOOOOOOO#OOO OO#OOOOOOOOOOOOOO#OO OO#OOOOOOOOOOOOOO#OO OO#OOO########OOO#OO OOO#OOO#OOOO#OOO#OOO OOOO#OO#OOOO#OO#OOOO OOOOO#OO#OO#OO#OOOOO OOOOOO#O#OO#O#OOOOOO OOOOOO########OOOOOO OOOOOO##OOOO##OOOOOO OOOOOOO##OO##OOOOOOO OOOOOOOOO##OOOOOOOOO OOOOOOOOOOOOOOOOOOOO OOOO##OOOOOO###OOOOO OOOO##OOOOO#OOO#OOOO OOOO##OOOOO#OOO#OOOO OOOO####OOOO###OOOOO</pre> <p></p>,public,lightsout
Autolab not showing score,"<p>Hey,</p> <p></p> <p>My autolab is not showing the score for my 5th submission.. I have waited a couple mins already.. What should I do?</p>",private,lightsout
Task 5,"<p>From the bottom of page 4 on the writeup: ""The key should be a pointer to the board bitvector of the same struct; you'll need to take the address of DAT->board to get this pointer.""</p> <p>Why do we need to get the address to get this pointer? If we have a \xa0bitvector* key</p> <p>Can't we do *key = DAT->board instead of key = &(DAT->board).</p> <p>Then cast the key to a (void*) when passing it into hdict_insert()?</p> <p></p> <p>Also, is there a difference\xa0between casting something as (hdict_value*) or (hdict_key*) vs. (void*). The only difference that comes to mind is for clarity. If this is the case, I assume it is recommend to cast things appropriately with\xa0(hdict_value*) or (hdict_key*)?</p>",private,lightsout
Undefined Reference Error !!!,"<p></p><pre>/afs/andrew.cmu.edu/usr17/kyuwonk/private/15122/ProgrammingHW10/lightsout-handout/lightsout.c:58: undefined reference to `ht_new'<br />/afs/andrew.cmu.edu/usr17/kyuwonk/private/15122/ProgrammingHW10/lightsout-handout/lightsout.c:79: undefined reference to `ht_insert'<br />/afs/andrew.cmu.edu/usr17/kyuwonk/private/15122/ProgrammingHW10/lightsout-handout/lightsout.c:96: undefined reference to `ht_lookup'<br />/afs/andrew.cmu.edu/usr17/kyuwonk/private/15122/ProgrammingHW10/lightsout-handout/lightsout.c:100: undefined reference to `ht_insert'</pre> <p></p> <p>Having Issue with the compiler. I have the board-ht.h \xa0in the lightsout.c #include ""board-ht.h"" yet it's still not working.</p>",public,lightsout
Make lightsout faster,"<p>The last time I submitted into Autolab it passed all the tests except the 5x5 tests. Autolab said it timed out after 10 seconds. I tried running some of the 5x5 board given to us but it never even seems to finish. I have no clue how to possibly make it faster, I followed the breathd_first algorithm described in the writeup. Could it be the hash table size or hash function? Any hint as to what makes it slow would be greatly appreciated. I ran it on board0.txt and after a minutes it still did not finish.</p>",public,lightsout
What does this error mean? I'm pretty certain it's not a memory leak...,Valgrinding lightsout Valgrinding lightsout not-a-real-board.txt *** VALGRIND FAILED (SAFETY): Valgrind detected 1 errors (-1.0 points),public,lightsout
errors when compiling board-ht.c,"<p>What do these errors mean:</p> <p></p> <p><b>board-ht.c:23:5:</b> <b>error: </b>passing argument 4 of  <b>hdict_new</b>  from incompatible pointer type [-Werror]</p> <p></p> <p><b>board-ht.c:38:47:</b> <b>error: </b>invalid type argument of  <b>-></b>  (have  <b>struct board_data</b> )</p> <p>For ^ this error, I am confused because I made the argument type the key/bitvector/DAT->board, as the writeup says and hdict_lookup mandates, so I don't understand why it is asking me to have a type ""struct board_data""</p>",public,lightsout
hash function,"<p>When we are writing the hash function for the interface, I understand we need to return something of type size_t. Is that also the case that the value we return should be greater than or equal to 0 and less than BITVECTOR_LIMIT. \xa0Also, when we are using the dict_new() do we pass in the capacity obtained from the wrapper or we just use BITVECTOR_LIMIT as its size?Thanks</p>",public,other
autolab question,"<p>I'm failing autolab on certain\xa0boards, but it works fine when I try running my code with the failing boards.</p> <p>What would be the problem?</p> <p>This is the autolab result that I got.</p> <pre>Test lightsout on boards/2x2-0.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/2x2-1.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/2x2-2.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/2x2-3.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/2x2-4.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/2x2-5.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/2x2-6.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/2x2-D.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/2x2-E.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/2x2-F.txt Test on solvable board passed! -------------------------------------------------- Test lightsout-d on boards/3x2-00.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/3x2-00.txt Test on solvable board passed! -------------------------------------------------- Test lightsout-d on boards/3x2-31.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/3x2-31.txt Test on solvable board passed! -------------------------------------------------- Test lightsout-d on boards/3x2-3F.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/3x2-3F.txt Test on solvable board passed! -------------------------------------------------- Test lightsout-d on boards/3x2-12.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/3x2-12.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/3x2-34.txt Test on solvable board passed! -------------------------------------------------- Test lightsout-d on boards/3x2-2F.txt *** TEST FAILED! Instead of returning 1 as expected *** a contract or assertion failed. -------------------------------------------------- Test lightsout on boards/4x4-other-7.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/4x4-other-no.txt Test on board with no solution passed! -------------------------------------------------- Test lightsout on boards/3x4-manysteps.txt Test on solvable board passed! -------------------------------------------------- Test lightsout on boards/5x5-5moves.txt Test on solvable board passed! -------------------------------------------------- Testing a 5x6 board with alternate 32-bit bitarrays Testing for respecting the interface! -------------------------------------------------- Test lightsout2 on boards/5x6-3moves.txt Test on solvable board passed! -------------------------------------------------- Test lightsout2 on boards/3x2-10.txt Test on board with no solution passed! -------------------------------------------------- Test lightsout2-d on boards/3x2-10.txt *** TEST FAILED! Instead of returning 1 as expected *** a contract or assertion failed.</pre>",public,lightsout
Compilation error,"<p>I'm trying to make a test program for my board-ht and I'm compiling using this command:</p> <p></p> <pre>gcc -Wall -Wextra -Werror -Wshadow -std=c99 -pedantic -g -DDEBUG -o board-ht-test lib/xalloc.c lib/hdict.c lib/queue.c lib/boardutil.c lib/heap.c bitvector.c board-ht.c ht-test.c</pre> <p>When I try to run this, I get this error:</p> <p></p> <pre>ht-test.c:9:28: fatal error: lib/bitvectors.h: No such file or directory  #include ""lib/bitvectors.h""                             ^ compilation terminated.</pre> <p>My bitvectors.h is in the lib, and I made my board-ht test in the main folder.\xa0What am I doing wrong?</p> <p></p> <p>Edit: nevermind, it's bitvector.h not bitvectors.h :(</p>",private,lightsout
What does this error mean?,<p></p><pre>expected 'size_t (*)(void *)' but argument is of type 'int (*)(void *)'</pre> <p>Does that mean we need to do something to capacity when we pass it into the hdict_new()?</p> <p>Thanks</p>,public,other
autolab output clarification,"<p>When I ran my code in autolab, this is what I got:</p> <pre>Test bitvector-big stress, expect successful execution  *** TEST FAILED! Expected successful execution. *** Actual outcome: The program, when run, produced the wrong answer *** Hint: Correctness tests, task 3</pre> <p>Is ""task 3"" actually supposed to be task 4 in the writeup, i.e. should be about working no matter what unsigned int bitvector is defined to be?</p> <p></p> <p>If that's true, could you give me some pointers for what the issue could be if I never reference the number of bits at all in my bitvector.c file?\xa0</p>",public,lightsout
key_hash,"<p>For our key_hash function,\xa0can we just return the bitvector value as a size_t type? Would that result in an unevenly distributed table?\xa0</p>",private,lightsout
Big Stress Test Cases,"<p>I'm just wondering what this is testing for and how it differs from the other ""big stress"" test cases on Autolab (I pass those)</p> <pre>Test bitvector-big stress, expect successful execution  *** TEST FAILED! Expected successful execution. *** Actual outcome: The program, when run, produced the wrong answer *** Hint: Correctness tests, task 3</pre>",public,lightsout
autolab task 6-7,Can you go to my autolab and see why I'm only getting 6/11 for lightsout? It seems I have passed most of the tests except a memory leak and a timeout.,private,lightsout
Only two rows of lights?,"<p>Hi,</p> <p></p> <p>When I was testing my lights out solver I found that somehow I could only read two rows of light using the read_file function that you've provided; the rest will be all set to zeros. What could be the problem here?</p> <p></p> <p></p>",private,lightsout
Compile,"<p></p><pre>gcc -Wall -Wextra -Werror -Wshadow -std=c99 -pedantic -g -O3 -o lightsout lib/xalloc.c lib/hdict.c lib/queue.c lib/boardutil.c lib/heap.c bitvector.c board-ht.c lightsout.c<br />lib/boardutil.c: In function  bitvector_flip :<br />lib/boardutil.c:16:56: error: expected  = ,  , ,  ; ,  asm  or  __attribute__  before  {  token<br /> bool is_valid_boardsize(uint8_t width, uint8_t height) {</pre> <p></p> <p>I did not modify the boardutil.c and the bitvector_flip function doesn't have any syntax error. I'm not sure why the code isn't compiling. Please help!</p>",public,lightsout
Finding solutions on autolab only,"<p>On the 3x2-2F and 4x4-other-no test cases, my code correctly reports no solution when I run it, regardless of which unsigned int type I use. On autolab, however, the same tests are failing because solutions are being found. How is this possible?</p>",public,lightsout
bitvector_equal,"<p>Hello,</p> <p></p> <p>I went to office hours and was told by some TAs that....</p> <pre>return B1==B2;</pre> <p>this line of code is perfectly fine for bitvector_equal in task 2. On the other hand, other TAs mentioned that you cannot just do this because you do not have to worry about the information in the bit vector that is past the bitvector limit. Who is correct? I just want to make sure we know exactly what we are expected to do. Thanks!</p> <p></p> <p></p> <p></p> <p></p>",private,lightsout
cast to point from integer of different size,"<p>When I try to compile my code, I get six errors that are all almost the same (line numbers differ) but the error note is:</p> <p></p> <p>error: cast to pointer from integer of different size</p> <p></p> <p>I stack overflowed it, but I didn't understand it. Any help on what this is and how to fix it? Thanks!</p>",public,lightsout
bitvector_flip,"<p>I can't figure out why my bitvector_flip function isn't working. I think my code is correct, but whenever I try to print a flipped bitvector, I get the same value as before. Here is my code:</p> <pre>//bitvector.c bitvector bitvector_flip(bitvector B, uint8_t i){     bool m = bitvector_get(B, i);     bitvector h = B;     if(m){         printf(""1\ "");         h=B&(1<<(BITVECTOR_LIMIT-i-1));     }     if(!m){         printf(""0\ "");         bitvector mask = ~(1<<(BITVECTOR_LIMIT-i-1));         printf(""%x\ "", mask);         h=B&mask;     }     return h; }  //bitvector-test.c bitvector h = bitvector_flip(B, 6);//testing flip     printf(""\ Value of B: %d\ "", B);     printf(""\ Value of B flipped: %d\ "",h);</pre> <p>Also, I my bitvector_get function is working correctly</p> <p></p> <p>EDIT: nevermind I got it</p>",private,lightsout
Question Regarding Bits,<p>Say we have a 3x3 lights out puzzle. Is the top left the 0th bit or the bottom right?</p> <p>#0#</p> <p>0#0</p> <p>###</p>,public,lightsout
ht_free,"<p>Sorry I am still confused about ht_free. Do we have to implement a ht_free function at all?</p> <p>If so, what does it do? I noticed that in dict_new we have to input a free function. However, in my current ht wrapper I haven't used calloc or malloc, does that mean I only need to input &hdict_free in there?</p> <p>Thanks</p>",public,lightsout
hashtable error,<p>What could be causing this since I'm not modifying the hash value?</p> <p></p> <p>-bash-4.2$ ./lightsout-d boards/2x2-1.txt</p> <p>Violation: key in index 7216 claims to belong in index 0.</p> <p>This indicates that client code modifies data in the hashtable.</p> <p>lightsout-d: lib/hdict.c:91: hdict_lookup: Assertion `is_hdict(H) && x != ((void *)0)' failed.</p>,public,lightsout
Autolab no total score,"<p>Is there a reason why there is no total score on autolab for lightsout? Will any portion of this assignment be manually graded? If so, which part?\xa0</p> <p></p> <p>Thanks!</p>",public,lightsout
bitvector_equal,"<p>I'm having trouble trying to approach writing the function bitvector_equal in an efficient way. Can I have some insights?</p> <p></p> <p>So for example, why it can't just be return (B1^B2 == 0);</p>",private,lightsout
Times,"<p>How long should it take our tests to compile? (Based on the provided boards)</p> <p></p> <p>Just making sure I'm not caught in an endless loop, some do so immediately but others don't. I also haven't written my code to free everything in lightsout.c so that could be it?</p> <p></p> <p>(I.e. 4x4-solvable-in-3 works right away, 4x4-solvable-in-7 doesn't)</p>",public,lightsout
Cannot execute binary file on andrew machine,"When I type in make, it says                     make: Nothing to be done for `default'.  When I then type in ./lightsout 3x2-34.txt, it says           -bash: ./lightsout: cannot execute binary file  Why would this happen?",public,lightsout
File_read question,"<p># \xa0 # \xa0 \xa0# \xa0 #</p> <p># \xa0 # \xa0 \xa0# \xa0 #</p> <p></p> <p>If I passed this in as a txt file, would file_read record the width as 3 or 4? (Also the height as 1 or 2)</p>",public,lightsout
Which of the boards we were given actually work?,<p></p>,public,lightsout
Parameters for ht_lookup,"<p>The writeup seems to imply that the second parameter of ht_lookup is a struct board_data pointer, but in the header file, the parameter is a bitvector. Did I misread the writeup? And if so, what do they mean by ""The value stored in the hash table should be a pointer to the struct board_data DAT that is passed to ht_lookup.""?</p>",private,lightsout
A weird questions.......,"<p>Violation: key in index 0 claims to belong in index 52.<br />This indicates that client code modifies data in the hashtable.<br />lightsout-d: lib/hdict.c:129: hdict_insert: Assertion `is_hdict(H)' failed.<br /><br /></p> <p></p> <p>Any one has idea for this? I checked the board-ht.c, and it respected the interface.</p>",public,lightsout
Does the board have to be rectangular?,<p>Should we account for if we had a board like this\xa0</p> <p></p> <p># \xa0 # \xa0 #</p> <p># \xa0 #</p> <p># \xa0 # \xa0 # \xa0 # \xa0 #</p>,public,lightsout
cant find contracts file,"<p>Why isn't my #include <lib/contracts.h> working?</p> <p></p> <p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ix087c2ns5p656/ipbrvpy3vgx4fo/j1l122pnqt3u/Screen_Shot_20170416_at_2.30.16_PM.png"" alt="""" width=""868"" height=""412"" /></p>",public,lightsout
using &,"<p>I never really understood why in C0 we could use & for function pointers but not for ints, and why in C, we can now use & for everything, including ints. Could someone explain this?\xa0</p> <p></p> <p></p>",private,lightsout
hashing error,<p>I got this error:</p> <pre>Violation: key in index 14 claims to belong in index 2. This indicates that client code modifies data in the hashtable. lightsout-d: lib/hdict.c:91: hdict_lookup: Assertion `is_hdict(H) && x != ((void *)0)' failed.</pre> <p>I'm not sure what this means or where to look to correct this error.</p>,public,lightsout
task 3,<p>I am a little confused about what is meant to be done for task 3. Do we need to modify the type of bitvector\xa0or the value of bitvector_limit in bitvector.c since if so we need to remove the requires statement REQUIRES(i < BITVECTOR_LIMIT)? Can you explain more specifically what is asked in task 3?\xa0</p> <p>Thank you!\xa0</p>,private,lightsout
board-ht.c,"<p>Any hints on why I might be getting this error? I'm so confused since I'm just using the hdict functions...</p> <p></p> <pre>Test board-ht-grade add_one_lookup, expect successful execution  *** TEST FAILED! Expected successful execution. *** Actual outcome: The program, when run, produced the wrong answer *** Hint: Add one element to the hashtable and do lookups -------------------------------------------------- Test board-ht-grade add_two_lookup, expect successful execution  *** TEST FAILED! Expected successful execution. *** Actual outcome: The program, when run, produced the wrong answer *** Hint: Add two elements to the hashtable and do lookups -------------------------------------------------- Test board-ht-grade-d add_repeated1, expect assertion failure  *** TEST FAILED! Expected a contract to fail. *** Actual outcome: Your program ran to completion, but should have signaled an error or failed a contract *** Hint: Tests that ht_insert fails if you add a struct containing a board already in the table -------------------------------------------------- Test board-ht-grade add_many, expect successful execution  *** TEST FAILED! Expected successful execution. *** Actual outcome: The program, when run, produced the wrong answer *** Hint: Adds ~100 elements to the hash table -------------------------------------------------- Test board-ht-grade add_many_change_test, expect successful execution  *** TEST FAILED! Expected successful execution. *** Actual outcome: The program, when run, produced the wrong answer *** Hint: Adds many structs where the test value happens to be the same</pre> <p></p>",public,lightsout
what does this mean?,<p>Does this indicate an error?</p> <p></p> <pre>(Output was not accepted by loplayer.)</pre> <p></p>,public,lightsout
why doesn't autolab show a total score?,<p>Are there hand graded parts?</p>,public,lightsout
Hdict free,"<p>i think my keys in the dictionaries are leaking memory, how to deal with that?</p>",public,other
capacity of the hash table,<p>nvrmind</p>,private,lightsout
What is boarr-ht big?,"<p></p><pre>Test board-ht-big-grade add_many, expect successful execution  *** TEST FAILED! Expected successful execution. *** Actual outcome: An assertion failed unexpectedly *** Hint: Runs earlier tests on implementations of bitvectors that use uint8_t and uint64_t instead of uint32_t</pre>",public,lightsout
what does it mean?,<p></p><pre>Test lightsout-bitvec-is-bool-arr on boards/3x2-12.txt</pre>,public,lightsout
"""control reaches end of non-void function""",<p>What does this error mean?</p>,public,lightsout
boards-ht failing on case (weird other stuff happening too),"<p></p><pre>Test board-ht-small-grade add_many, expect successful execution - good, this worked. Test board-ht-small-grade add_many_change_test, expect successful execution - good, this worked. Test board-ht-small-grade add_many_same_test, expect successful execution - good, this worked. Test board-ht-big-grade add_many, expect successful execution  *** TEST FAILED! Expected successful execution. *** Actual outcome: An assertion failed unexpectedly *** Hint: Runs earlier tests on implementations of bitvectors that use uint8_t and uint64_t instead of uint32_t --------------------------------------------------</pre> <p>This is the error I'm getting for boards-ht, and it's losing me 0.75.</p> <p>What's confusing is, in my first submission, I literally submitted the same file and got a 6/6 (but the other files weren't full points).</p> <p>Now that all my other files are full points, this one is failing on this case. How is anything I do for lightsout and bitvector affecting this file?</p> <p>Can't figure it out for the life of me, please help!</p> <p></p> <p>This is my code for boards-ht if you need it</p> <pre>#include ""lib/contracts.h""<br />#include ""lib/xalloc.h""<br />#include ""lib/bitvector.h""<br />#include ""board-ht.h""<br />#include <stdlib.h><br />#include <stdbool.h><br />#include <stdint.h><br /><br />bool BV_key_equal_fn(void* x, void* y)<br />{<br />\tREQUIRES(x != NULL);<br />\tREQUIRES(y != NULL);<br /><br />\tbitvector B1 = *(bitvector*)(x);<br />\tbitvector B2 = *(bitvector*)(y);<br />\treturn bitvector_equal(B1, B2);<br />}<br /><br />size_t BV_hash_fn(void* x)<br />{<br />\tREQUIRES(x != NULL);<br /><br />\tint hash = 0;<br />\tbitvector B = *(bitvector*)(x);<br /><br />\tfor (size_t i = 0; i < BITVECTOR_LIMIT; i++)<br />\t{<br />\t\thash = (hash + bitvector_get(B, i)) * 31;<br />\t}<br />\treturn hash;<br />}<br /><br />void BV_free_fn(void* x)<br />{<br />\tREQUIRES(x != NULL);<br /><br />\tfree(x); //x is a struct which contains no pointers<br />}<br /><br />hdict_t ht_new(size_t capacity)<br />{<br />\tREQUIRES(capacity > 0);<br /><br />\thdict_t dict = hdict_new(capacity,<br />                 &BV_key_equal_fn,<br />                 &BV_hash_fn,<br />                 &BV_free_fn);<br /><br />\tENSURES(dict != NULL);<br />\treturn dict;<br />}<br /><br />void ht_insert(hdict_t H, struct board_data *DAT)<br />{<br />\tREQUIRES(H != NULL);<br />\tREQUIRES(DAT != NULL);<br />\tREQUIRES(ht_lookup(H, DAT->board) == NULL);<br /><br />\tvoid* dat_board = &(DAT->board);<br />\tvoid* temp = hdict_insert(H, dat_board, (void*)DAT);<br />\ttemp = temp; //to suppress unused variable error<br />}<br /><br />struct board_data *ht_lookup(hdict_t H, bitvector B)<br />{<br />\tREQUIRES(H != NULL);<br /><br />\treturn (struct board_data*)hdict_lookup(H, (void*)&B);<br />}</pre> <p></p>",private,lightsout
Can bitwise operators a well defined function?,"<p>What I mean by this is that if I do something like f(x) = x ^ 1 and you get some y as it's output when you run it once, but when you run it again do you get some z?</p> <p></p> <p>I'm breaking the hash table with my hash function somehow but I'm literally just implementing mul31 on each bit\xa0</p> <p></p> <p>Sterling</p>",public,lightsout
grace days,<p>Where can we see how many grace days we have left? Don't think I've used any so far but just to be sure.</p>,public,lightsout
General Syntax,"<p>Hi,\xa0</p> <p></p> <p>Little confused about something basic probably covered a week ago. What is the difference between int *x and int* x? Also, when would we use each of those?</p> <p></p>",public,other
Moves in solution,"<p>I was wondering if the solution returned by our scripts needed to be the solution with the least moves. Since in the writeup it suggests a breadth first search does that mean that we need to focus on the ""fastest"" solution? (Of course, according \xa0to the paper duplicate moves are pointless so I just mean unique moves) In other words would a solution with 8 unique moves not be acceptable when one can be found with 4 unique moves?</p>",public,lightsout
Multiple definitions,"<p>Hello, I am getting this error, even though I only define these functions once.</p> <pre>/tmp/ccb6vhbu.o: In function `eq': /afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:12: multiple definition of `eq' /tmp/ccIX9wQX.o:/afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:12: first defined here /tmp/ccb6vhbu.o: In function `hs': /afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:16: multiple definition of `hs' /tmp/ccIX9wQX.o:/afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:16: first defined here /tmp/ccb6vhbu.o: In function `f': /afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:32: multiple definition of `f' /tmp/ccIX9wQX.o:/afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:32: first defined here /tmp/ccb6vhbu.o: In function `ht_new': /afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:38: multiple definition of `ht_new' /tmp/ccIX9wQX.o:/afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:38: first defined here /tmp/ccb6vhbu.o: In function `ht_lookup': /afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:44: multiple definition of `ht_lookup' /tmp/ccIX9wQX.o:/afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:44: first defined here /tmp/ccb6vhbu.o: In function `ht_insert': /afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:50: multiple definition of `ht_insert' /tmp/ccIX9wQX.o:/afs/andrew.cmu.edu/usr19/suryas/private/15122/lightsout-handout/board-ht.c:50: first defined here collect2: error: ld returned 1 exit status make: *** [lightsout] Error 1</pre> <p>I am confused since it doesn't mention the .h file, which is where I expected the error to be.</p>",public,lightsout
Solvable Boards - With Solutions,"<p>Hey everyone! So I have created some solvable boards that you guys can use to test your code. For the solutions I have given the indexes that you need to press in order solve the board. The indexes are given in the order that you have to press to solve the board.</p> <p>Index range = [0,height*width)</p> <p></p> <p>Board 4x3 -1 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0\xa0</p> <p>##00 \xa0 \xa0 \xa0</p> <p>0###</p> <p>000#</p> <p>Solution: 4,5,9,11</p> <p></p> <p>Board 3x3</p> <p>###</p> <p>0#0</p> <p>#0#</p> <p>Solution: 0,1,2,3,5</p> <p></p> <p>Board 3x3</p> <p>#00</p> <p>000</p> <p>000</p> <p>Solution: 0,2,5,6,7</p> <p></p> <p>Board 3x3-1</p> <p>0##</p> <p>0#0</p> <p>0#0</p> <p>Solution: 4,5,6,7</p> <p></p> <p>Board 4x3</p> <p>#0##</p> <p>#0##</p> <p>0#00</p> <p>Solution:\xa02,4,5,8,10,11</p> <p></p> <p></p>",public,lightsout
Forward declaration error,<p></p><pre>board-ht.c:47:9: error: incomplete definition of type 'struct hdict_header'   {  (*H->value_free)(oldentry);}        ~^ ./lib/hdict.h:18:16: note: forward declaration of 'struct hdict_header' typedef struct hdict_header* hdict_t;                ^ 1 error generated.</pre> <p>I'm not sure what this error message means. I was trying to wrap the insert function for hash tables of boards. Could someone give me a little hint?</p>,public,lightsout
Task 5,"In hdict.h, the function hdict_insert will return a hdict_value if the key inserted already existed in the hash table, it will return the old hdict_value. So in our board-ht.c, what should we do with this return hdict_value? Should we free it?",public,lightsout
using hdict_t,<p>I don't get how we can use the hdict_t interface since it's a generic interface that'll requires us to cast from void pointers to other stuff?\xa0</p>,public,lightsout
Correct way to xmalloc,<p></p><p>bitvector *key = xmalloc(sizeof(bitvector));</p> <p></p> <p>Would this create a pointer to memory that is the size of bitvector?</p> <p></p> <p>Because I keep getting an invalid write on this line and I don't know why.</p> <p></p> <p>Sterling</p>,private,lightsout
Somehow writing to free'd memory despite me never freeing any memory.,"<p>In my function, \xa0when I insert my board into the hashtable for the first time, somehow I'm writing to already free'd memory despite the fact that up to that point in my program, I don't free any memory! How is this possible?</p> <p></p> <p>Sterling</p>",public,lightsout
solvable and unsolvable boards,"<p>In task 6 , how do we determine if a board is solvable?</p>",public,lightsout
char* vs string,<p>can we use char * and string interchangeably in C?\xa0</p>,public,other
Checking for existence of board-ht-grade,"<p>I wrote my hash table code in board-ht.c and submitted to Autolab to check my implementation. However in Autolab I got this error:</p> <p></p> <pre>Checking for the existence of board-ht-grade  *** TEST FAILED! Expected the file to exist and it did not. *** Hint: Skipping task 5 (test did not compile w/o -DDEBUG)</pre> <p>Why would something not compile with DDEBUG, and what's a good way to debug this locally if I don't have a good way to test my implementation?</p>",public,lightsout
file_read,"<p>I think we're supposed to somehow use file_read in our main functions for Task 6. However, I'm confused as to how we obtain all the fields that file_read needs as arguments like width_out and height_out. I know it says that it writes the vector of bits into 'vec_out' and writes the width into 'width_out' if reading the lightboard from the file path is a ""success"", but I don't get how this is useful for when we need to use it in the main function to obtain the board. \xa0</p>",private,lightsout
