title,body,visibility,tags
a question,for breadth first searches in a do we stop once we find a vertex with the target as a neighbor like in the code or when we actually reach the target vertex,public,written13
command line arguments for c vm,can the c vm take command line arguments i am trying to test my virtual machine against previous programming assignments but most of these require command line input text files for doslingos a board for lightsout and peg etc can this be done,public,c0vm
question about graph addedge function resolved,void graph addedge graph g vertex v vertex w requires is graph g is vertex g v is vertex g w requires v w graph hasedge g v w adjlist l l xmalloc sizeof struct adjlist node l vert w l next g adj v g adj v l l xmalloc sizeof struct adjlist node l vert v l next g adj w g adj w l ensures is graph g in the add edge function if there is no adjacent verticies for a certain vertex then is g adj v null initially so are we assigning l next to null when we do l next g adj v,private,written13 lectures
code from the lecture today release,will the code that we wrote in today's lecture be released soon thanks,public,lectures
large goto's,test c vmd tests task goto bc expect successful execution test failed expected successful execution actual outcome an assertion failed unexpectedly hint conditionals and large positive goto test c vmd tests task goto bc expect successful execution test failed expected successful execution actual outcome an assertion failed unexpectedly hint conditionals and large negative goto why would large goto's make any difference relative to short ones are we supposed to make sure that the new pc after goto is valid i thought we were just supposed to blindly perform the operation assuming the compiler would have caught bad code otherwise i don't know what else could make this fail and i also don't know why an assertion could fail,public,c0vm
garbage collection,when valgrinding the completed vm it looks like there are multiple memory leaks from according to the output of leak check full allocating memory with the new instruction and i'd assume from newarray as well which is to be expected as it's never explicitly freed however the writeup lists no mechanism by which to keep track of memory allocated by c and c pointers to such so there isn't any way to free such memory are we supposed to roll our own structure for this advice would be appreciated edit leak check full also reports a leak with the line that calls the function from native function table,public,c0vm
amload,if b a then a is some kind of pointer to a void but what do we have to cast a to so that we can dereference it,private,c0vm
autolab output not clear,i'm trying to check my code incrementally so i implemented all the arithmetic operations first and have not implemented bipush swap or return yet instead i just put return for those cases so i could test my other operations on autolab i'm getting a with this message test c vm tests task return bc expect successful execution test failed expected successful execution actual outcome the program when run produced the wrong answer hint problem with bipush or return giving up i know my bipush is wrong since i just put in return as a placeholder the hint says bipush return are wrong but i fixed return so it must be referring to bipush but is autolab not going to check my other operations at all do i have to implement bipush swap and return before i can check all of task if not then where do i go from here i'm not sure what to look for if the error message is this thanks,private,c0vm
breadth first search,may someone explain breadth first search to me please maybe an example of how it works or i've been trying to understand it through the lecture 's lecture notes but i still dont quite understand it,private,written13
invalid cast from a c value a pointer to an integer,hello i am having this error invalid cast from a c value a pointer to an integer with both invokenative and invokestatic but i cannot seem to figure out where in both functions that i am doing this can you please guide me as to where i should further examine my code thanks invokestaticerror jpg invokenative jpg,private,c0vm
segmentation error with return,test c vm tests task return bc expect successful execution test failed expected successful execution actual outcome the program when run produced the wrong answer hint problem with bipush or return giving up i don't understand what's wrong i have no valgrind errors and it compiles with make i tweaked things and submitted eight times and i am still getting this bash valgrind c vmd tests iadd bc memcheck a memory error detector copyright c and gnu gpl'd by julian seward et al using valgrind and libvex rerun with h for copyright info command c vmd tests iadd bc opcode stack size pc opcode stack size pc opcode stack size pc opcode b stack size pc returning from execute heap summary in use at exit bytes in blocks total heap usage allocs frees bytes allocated all heap blocks were freed no leaks are possible for counts of detected and suppressed errors rerun with v error summary errors from contexts suppressed from,public,c0vm
autolab overloaded,hi everyone is autolab overloaded right now or did i make some error in submission normally autolab grades my code within a minute but it has been more than minutes and there's no score for my code or any indication that my code failed what's going on thank you,public,c0vm
goto compare statements program counter increment,would we ever get an instruction to increment by or one indexes in the ubyte array like xa,public,other
no opcode ff,bash c vmd tests iadd bc opcode stack size pc opcode ff stack size pc invalid opcode xff when i try to test my code it gives me this what does this mean there's no op coordinating to xff so why is it testing for it also i keep getting a segfault it says to check bipush and return but i have no valgrind errors,public,c0vm
invokestatic problem,hi attached is my code for invokestatic and i am running this with the example on page of the handout to check the code even though factorial has a num args of my code is saying causing a segmentation fault do you know why this may be happening thanks invokestatic jpg,private,c0vm
assertion failure on simple if statements,test c vmd tests task ifeq bc expect successful execution test failed expected successful execution actual outcome an assertion failed unexpectedly hint problem with simple if statement programs if cmpeq goto arithmetic and locals giving up does anyone know what could be calling assert i don't call any asserts during the functions listed above so how could an assertion fail,public,c0vm
task assert athrow,any advice on how to go about debugging my code for the error test c vmd tests task assert bc expect successful execution tests failed hint athrow and assert actual outcome an assertion failed unexpectedly my assert and athrow seem to work as intended for any of my personal tests right now additionally i'm not sure where the assertion is being thrown only place i can think of is when requires is called for the c v stack method c stack size but that precondition checks if the c v stack is a valid c v stack o thanks,public,c0vm
freeing elements of operand stack,hi i'm working to gain back the points deducted by the valgrind checks in autolab and having some trouble i think it stems back to my operand stack from what i understand in the write up we are provided a function to free the operand stack but not the elements in the operand stack so we need to manually free those elements if this is wrong then my problem is somewhere else entirely in c vm h i see that c value is a struct and there is also a pointer in the struct to p both of which need to be freed am i on the right track with this if not i'm at a complete loss as to where the valgrind points are going i have made sure to free all of the char for the error messages after calling the error function on those messages and free s and p operand stack and ubyte do you have any advice guidance p s auto lab says valgrind is detecting error so there's one tiny itty bitty error somewhere common between return and shladd,private,c0vm
valgrind deduction,valgrinding c vm tests task shladd bc valgrind failed leaks valgrind detected bytes of leaked memory points valgrinding c vm tests task return bc valgrind failed leaks valgrind detected bytes of leaked memory points hi i tried everything but i'm still getting points deducted shown above what could be the possible cause thanks,public,c0vm
task imload,so i'm slightly confused about task for imload we have that s a s x when i tried to cast and do x a it said that it won't let me do that because c value is a unary does this mean we have to convert using val ptr and then dereference a to get the byte integer in the allocated memory since a is essentially a pointer to an allocated memory if so do we use val ptr constantly,private,c0vm
frame,what is a frame that contains current code pointer current pc current locals and current operand stack,public,c0vm
shadowed declarations,c vm c error declaration of y shadows a previous local werror shadow int t y val int c v pop s c vm c error shadowed declaration is here werror shadow c value y c v pop s why am i getting shadowed declarations i'm declaring int t variables named y in separate cases,public,c0vm
w q d,on b i had a requires statement that used is graph and is vertex from the lecture notes bc d is writing the same function and is specified that we literally can only use the functions mentioned in that problem writeup graph h does that mean we shouldnt have a requires contract anymore bc we cant use is graph and is vertex,private,written13
autolab score not showing,what do i do,private,c0vm
task goto,how do we test the goto case,public,c0vm
c vm control flow errors,when i run tests on my implementation of control flows a strange mistake occurred opcode stack size pc opcode stack size pc opcode stack size pc opcode stack size pc opcode stack size pc opcode stack size pc opcode a stack size pc opcode stack size pc opcode stack size pc opcode stack size pc opcode stack size pc pc keeps incrementing until it throws segmentation fault i do break under each cases does anyone know what might be the possible reason for this error thanks,public,c0vm
how do we know the return type of the native functions,i'm working on implementing invokenative the operand stack contains c values to create a c value one needs to know if a pointer or integer is being converted into a value how do we know the return type of the native functions how do i know which of int val or ptr val to use on the return value of the native function what about functions that do not have a return void thank you,public,c0vm
valgrind points,this was the autolab output for task however i got points for task does this mean that we're maxed at or that we could potentially get bonus points somehow since it says i had points before valgrinding thanks,public,c0vm
x aconst null,in the write up a constant null which is directly coded into the instruction can somebody translate this line into english please am i just pushing a null pointer onto the operand stack thanks,public,other
bipush type,so in the code already given to us ubyte p however in the instructions for bipush it say that the byte following is signed so should we treat it as signed or unsigned when we push a converted byte value onto the operand stack,public,c0vm
standard char and byte,the writeup says the c vm main function checks to make sure that an int is bit can we assume does it check that char is bit and byte is bits and rereading the writeup pretty much answered my question,public,c0vm
calling c memory error char in c vm,does it matter what the error message inside c memory error is should we try to replicate what coin does or what cc does for dereference of null coin produces error cannot dereference null cc produces attempt to dereference null pointer for array out of bounds coin produces error accessing element zu in zu element array cc produces array index out of bounds same type of question for c arith error,public,c0vm
arrays and structs in c in c vm,i've seen in past assignments when we alloc structs and arrays in c we often assume that everything has an initial value for example struct twoints int a int b typedef struct twoints twoints t int main twoints t t alloc struct twoints t a printint t a printint t b return output should be or is it x a similar example with arrays would be initializing an int array of ints and then assuming they're all to start with are we supposed to make sure that all the bits in the initialized memory is cleared i checked the c reference pdf already and there's no mention of this,public,c0vm
error when i make,bash make gcc wall wextra werror wshadow std c pedantic g fwrapv o c vm c vm main c c vm c lib c vm c ffi c lib c vm abort c lib read program c lib stack c lib c v stack c lib xalloc c l usr local share cc lib l usr local share cc runtime wl rpath usr local share cc lib wl rpath usr local share cc runtime limg lstring lcurses largs lparse lfile lconio lbare lfpt ldub gcc error usr local share cc lib no such file or directory gcc error usr local share cc runtime no such file or directory make c vm error why am i getting this error,public,c0vm
question a alphabetical order,just to clarify in question a when we visit a vertex we explore its outgoing edges in alphabetical order using depth first search as an example does that mean we add neighbors to the stack in alphabetical order which means if we had neighbors b and e we would visit e first since it would be at the top of the stack or should we add neighbors to the stack in a manner that would give us alphabetical order when we pop from the stack if we had b and e we would visit b first since it would be on the top of the stack,public,written13
array pointer notation and,what is the difference between writing a and a also a and a can we use these interchangeably,public,other
control flow,for if cmpeq if v v what happens i know that if cmpne takes care of that case but in the bytecode file the computer doesn't know if the v v or not so do we use an if statement or an assert statement or something,public,c0vm
booleans,why do booleans take up one byte of memory if they are only and 's wouldn't it be the most efficient to just make them bit in size,private,c0vm
backtracking in graph traversals,for written question part a do we list the vertex again if we backtrack to it after not finding the solution there i e write b c d c b z or b c d z could not find answer in lecture notes thank you,public,written13
adjacency list implementation,typedef struct adjlist node adjlist struct adjlist node vertex vert adjlist next typedef struct graph header graph struct graph header unsigned int size adjlist adj in line why does adjlist adj have two stars and how would i dereference an index of the array,private,written13
a,is the graph undirected,private,written13
c's memory model,when we do an array allocation such as int a malloc sizeof int we are essentially allocating a space in memory of say bytes of each int is bytes so if that's the way allocation in c works that means it doesn't really care what we put in this array or rather address as long as we stay within the byte range is that right so if i were to allocate something like this and say add bytes of characters instead that still wouldn't be an error is that right or would the compiler flag that is this the kind of thing we could check using contracts or something does xmalloc or xcalloc make a difference i'm also very unclear about when to use xmalloc and when to use xcalloc is there a general rule to help with that,public,lectures
accidental submission,i turned in checkpoint yesterday before pm and received full credit i finished task and accidentally submitted it to checkpoint instead of final i was hoping that my most recent submission could be ignored and maybe i get that back since it will affect the amount of extra credit i will get for doing the assignment early thanks,private,c0vm
programming hints for invokestatic,for steps and in the programming hints it says to allocate a new array of size num vars then we pop off num args number of elements from the stack and place it into the local array that we made is the size of the array supposed to be different than the number of arguments that we pop off what if num args is greater than num vars wouldn't that be an unsafe access,public,c0vm
initiazlizing v,is this how we should initialize v or is there something inside bc c v stack t s c v stack new operand stack of c values ubyte p bc function pool code the array of bytes that make up the current function size t pc your current location within the current byte array p c value v xcalloc bc int count bc string count sizeof c value the local variables you won't need this till task,private,c0vm
difference between b and d,can someone tell me what the key difference between questions b and d is they seem to be the same function returning the number of edges at the given vertex v,public,written13
invokenative,the write up says then invoke the function g on this array the result has to be pushed back onto the operand stack what exactly does it mean to invoke the function onto the array i've already stored the arguments v through vn to the array,public,c0vm
autolab score not showing,hey i know someone already posted this but what should i do if my autolab score is not showing thanks,public,c0vm
a couple of compilation errors,could someone help me understand what these two error messages are saying,private,c0vm
is c v stack violated,for the inovkestatic in task this is what i did i created a new local variable array called v using xcalloc then i stored the c value's in the current s to the v then i created a new instance of the struct frame info set each field as the current p pc incremented by in total v and s and then pushed the struct into the callstack then i set v as v s as a new empty c v stack p as the code of the called function and pc as when i test the factorial example in the writeup page it says c vmd lib c v stack c c v pop assertion is c v stack s ' failed is there something wrong with what i did in invokestatic that caused the s to become is c v stack s e g s becomes null thanks,private,c0vm
autolab div error,test c vm tests task div bc expect c arith error tests failed hint problem with combination tests actual outcome an arithmetic error occurred can anyone give me a hint on this error maybe what does combination tests mean,public,c0vm
task pc,hi when dealing with conditionals and goto why do we need to exactly perform this operation when incrementing the pc as mentioned on the handout pc pc o o thanks,public,c0vm
written not graded,hi my written is not graded are all of them not graded yet edit it doesnt show graded on gradescope,private,written12
runtime errors,according to the writeup all the prewritten error functions take the parameter char err when calling these functions what do we input for err,public,c0vm
written grades,written is graded the grades are posted on the course web page click on the grades menu authenticate and you'll see your grades for this homework with bonus and a projection for future assessments this is a good way to get a sense of where you are headed in the course and take action if it does not match your expectations the participation entry accounts for all quizzes labs and recitations as of today here are some statistics for written normalized as percentages w bonus w o bonus max t min t avg median stddev you can access your graded homework on gradescope there you will find you raw score without bonus together with feedback about what each of you did correctly and what you missed we do occasionally make mistakes if you feel we incorrectly graded a question you have days from now to submit an appeal using the grade appeal procedure on the course web page we will not consider email or oral requests,public,written12
autolab error help,i get the following errors in autolab for task test c vmd tests task goto bc expect successful execution test failed expected successful execution actual outcome an assertion failed unexpectedly hint conditionals and large positive goto test c vmd tests task goto bc expect successful execution test failed expected successful execution actual outcome an assertion failed unexpectedly hint conditionals and large negative goto test c vm tests task eq bc expect successful execution test failed expected successful execution actual outcome autograder timed out after seconds hint full conditional tests failed why is there an assertion failure i don't have any assertions in my goto code case goto int t o int t int t p pc int t o int t int t p pc pc pc o o break also can you help explain what the eq test is failing on what does it mean by full conditional tests i get no other errors for all other tasks specifically i increment pc in the same way for all the gt lt ge le eq neq cases so i don't see how those cases pass but goto fails,private,c0vm
error in the c vmd,bash cc b tests iadd c bash c vmd tests iadd bc opcode stack size pc invalid opcode x aborted core dumped i entered the following above and it aborted on the c vmd that was provided i believe this is making my c vm abort as well does anyone how to fix this my code won't work because of this error,public,c0vm
ildc,shouldn't line in bytecode be since is the third int constant loaded into the stack on the first problem,private,written13
freeing when returning,i thought that the stack is the only thing that needs to get freed when returning but there appears to be one more thing can someone help guide me,private,c0vm
invalid cast,bash c vmd tests iadd bc opcode stack size pc opcode stack size pc opcode stack size pc memory error detected in c vm invalid cast from c value a pointer to an integer segmentation fault core dumped not sure what i miss being debugging for hours int t v val int c v pop s int t v val int c v pop s,private,c0vm
cmload casting,the writeup says that for cmload we cast the char that we get out of the pointer to an int w directly is this safe should we do intermediate casting and if so is the char we get out considered to be signed,public,c0vm
uninitialized p and s,resolved i am getting these errors c vm c in function execute c vm c error p is used uninitialized in this function werror uninitialized switch p pc c vm c error s may be used uninitialized in this function werror maybe uninitialized c v pop s cc all warnings being treated as errors make c vm error can anyone help me with this,public,c0vm
int pool and string pool ildc and aldc,hi i'm confused about how to call int pool and string pool and how exactly they're represented i thought we just call it by using int pool and string pool in our ildc and aldc part of the function however terminal is saying int pool and string pool are undeclared eg error int pool undeclared first use in this function int t result int pool can anyone help me with this thanks,public,c0vm
functions pointers and typedefs oh my,question c of written covered function pointers in c which is a fairly complicated and confusing topic here's a brief summary of how to deal with functions and function pointers all you're actually responsible for to pass a function as a pointer use foo where foo is the function name to call a function to which we have a pointer use bar args where bar is the pointer to typedef a function type do typedef func type name there are other ways of doing it that also work but this is the clearest way i e the way we expect you to do it now in case you are curious here is a more in depth explanation of why we do this and why other things work as well this is beyond the scope of the class but you may find it helps you to understand some of the properties of function pointers to understand function pointers first we must understand functions here is a diagram of the layout of memory as a program is executing which you may recall seeing a few weeks ago when you first learned about the stack and the heap the section of interest is the 'text' section which contains the compiled machine code which tells the processor what operations to perform in a manner similar to how c bytecode directs the c vm each function appears at its own place in the text section say you have a function call foo the compiler will determine the address where the instructions for foo will reside so when foo is called the processor jumps to that address and begins executing the appropriate instructions so a function name is technically just a pointer to the machine instructions encoding the function sometimes we want to pass a function as an argument for example client interface functions for a generic data structure library implementation or store it in a variable this is achieved by passing in the pointer to the machine code encoding the function the most clear way to represent this is using the address of operator like foo we will ask you to pass functions in this way technically the ampersand is optional since the function name itself is a pointer in fact foo foo evaluates to true try it yourself you may see other people pass functions without the address of operator but we will be pedantic and use the address of operator and ask that you do the same say we have some function type func that takes no arguments and func bar is a pointer to a function that adheres to this type since functions are pointers it's true that bar bar just like with the ampersand the asterisk is optional we could call the function like bar or bar these expressions are completely equivalent we will ask that you explicitly dereference a function pointer before calling it since it's more clear semantically we can view this as dereferencing bar to get the function it points to then calling it however note that bar is something entirely different since c will evaluate the function call first and then dereference the result which could be unsafe and is likely not what you want anyway to be safe any time where there are two operators and it's not obvious which will execute first you should include parentheses to disambiguate now what's the deal with typedef the type of a function is defined by the type of the argument s and the type of the return value the function's definition as loves to say is a value so the typedef defines this information for some function type for reasons i'll explain in a second the type is associated with a function pointer so the typedef has the form typedef functype where return type is the type a function with that type returns functype is the name of the type and the second set of parentheses contains the type of the arguments separated by commas i'll try to illustrate with an example say we have a few functions which take an array of chars and its length and returns an int int foo char array int len int bar char input int size int baz char arr int num how would we define the type of the functions note that foo bar and baz are all pointers to different locations in memory which encode the functions so the type is really a property of the machine code encoding the functions not the pointers hence the dereference function pinters,public,written12
raising errors,should we be including stack errors if we call a function such as iadd and there are less than two numbers in the stack,public,c0vm
compiling error,bash make gcc wall wextra werror wshadow std c pedantic g fwrapv o c vm c vm main c c vm c lib c vm c ffi c lib c vm abort c lib read program c lib stack c lib c v stack c lib xalloc c l usr local share cc lib l usr local share cc runtime wl rpath usr local share cc lib wl rpath usr local share cc runtime limg lstring lcurses largs lparse lfile lconio lbare lfpt ldub gcc error usr local share cc lib no such file or directory gcc error usr local share cc runtime no such file or directory make c vm error i'm getting these errors when i try to compile what do these mean,private,c0vm
hand in problem,i turned in my th submission for c vm pt it has been minutes and it still has not autograded i don't want to use another submission if my code is right what should i do if this persists,private,c0vm
error core dumped floating point exception,sorry i got it hi i am trying to test my checkpoint functions for which i've included error statements which work but i'm still getting this statement underneath bash c vmd testt bc opcode stack size pc opcode stack size pc opcode c stack size pc division error detected in c vm division by floating point exception core dumped how can i get rid of the floating point exception core dumped thanks,public,c0vm
error x undeclared first use in this function,i'm getting the following error error x undeclared first use in this function although my function is literally pc uint t c uint t p pc pc uint t c uint t p pc pc int t x bc int pool c c why push int s x w h y t t break,private,c0vm
question about problem a,do we have to put vertices that are not in the final path into the solution,public,written13
autolab score,never mind it is working now,private,c0vm
programming hints,hello for invokestatic in prog hints txt it tells us to build a stack frame consisting of multiple things then push that stack frame onto the global call stack what does it exactly mean to be a stack frame could someone define it and elaborate on it for me,public,c0vm
c vm fix no such file or directory error when compiling,we've discovered that in certain situations the makefile we've provided you in the c vm handout tries to access the wrong directory when looking for the c libraries because of this you might be seeing the following errors when compiling gcc error usr local share cc lib no such file or directory gcc error usr local share cc runtime no such file or directory the issue only occurs when using unix on the andrew machines to fix it edit the makefile and replace the following line ifeq shell hostname d andrew cmu edu with this line ifeq shell hostname d tr a z a z andrew cmu edu let us know if you're having issues applying this fix in the followups below we're sorry for the trouble this has caused,public,c0vm
gcc error usr local share cc lib no such file or directory,gcc error usr local share cc lib no such file or directory gcc error usr local share cc runtime no such file or directory hi i was trying to make my c vm and it was working before but suddenly it is giving me the above error do you know why this would be the case thanks,public,c0vm
issues with make even after editing file,i am still getting no such file or directory errors even after editing my make file,public,c0vm
errors from autolab,test c vm tests task by hand popswap bc expect successful execution test failed expected successful execution actual outcome an assertion failed unexpectedly hint problem with pop or swap score before valgrind max deduction valgrinding c vm tests task return bc valgrinding c vm tests task sub bc valgrinding c vm tests task by hand dup bc valgrinding c vm tests task by hand dup bc valgrinding c vm tests task by hand popswap bc valgrind failed with valgrind the program exited incorrectly points what does it mean to exit the program incorrectly am i not freeing smsomething that i should be when i run valgrind with the iadd tests on terminal it doesn't give me any errors also i didn't touch pop or swap am i supposed to do something to them not sure why those fail,private,c0vm
rescheduling final exams,hi i have an exam scheduling conflict and was wondering what was the protocol for rescheduling the final thanks,private,logistics
wrong answer dividing negative numbers,int main return the above is my test case which is supposed to return however when i tested it against my code the answer was maybe it is not doing unsigned arithmetic but i did cast signed int to unsigned and then cast them back how can i make sure that i was actually doing unsigned arithmetic thank you void push int c v stack t s int i c value k int val i c v push s k case idiv pc int v val int c v pop s int v val int c v pop s if v c arith error if v int min v c arith error uint t sum uint t v uint t v push int s int sum break,private,c0vm
testing images hw and doslingos hw,when i tried to test my doslingos homework using the c vm i ran into an error user error signaled in c vm cannot open file 'texts scott tweet txt' is our vm supposed to be able to handle opening files i'm not sure if this is a limitation of the vm or if this is caused by an error in my code,private,c0vm
arithmetic addition in c,can you perform an addition between two numbers one is of type size t and one is of type int t,private,c0vm
written a,why does line of the given bytecode ildc into the first th index of the constant pool what are we supposed to fill in for lines and then because aren't constants assigned indexes in the constant pool by the compiler in the order they appear in the program,public,written13
freeing new new array,when we alloc in new and newarray how do we know when to free these things and how do we access these things again to free them,private,c0vm
argument for c arith error char err,what should be the argument for c arith error char err can err be a random array of characters,private,c0vm
compiling errors,why am i getting these errors i have task right now so haven't implemented these cases yet but they shouldn't signal errors when compiling right,private,c0vm
autolab score doesn't show,i have submitted my file for minutes but i still don't get the score how can i resolve this,public,c0vm
what are combination tests,i keep getting this error on autolab test c vm tests task div bc expect c arith error tests failed hint problem with combination tests actual outcome an arithmetic error occurred but every test i can think to run on my computer comes out correctly can someone tell me what combination tests are it says it expects an arithmetic error but then gets upset when it gets an arithmetic error,public,c0vm
weird pautolab error,im confused on what this error means thanks,public,c0vm
autolab error,what exactly can i test for to see why this error is occurring all other tests for task passed i'd appreciate the help test c vm tests task div bc expect c arith error tests failed hint problem with combination tests actual outcome an arithmetic error occurred,private,c0vm
confusing comment,why in lib c v stack h does the comment next to c v stack free say does not free anything it frees the stack from what i can tell,public,c0vm
question a leading zeroes,when converting from short to int should i include the extra leading zeros that come from data type having more bits,public,written12
checking c value types errors,in writing iadd for example do we need to check that the two elements on the stack are small types i noticed the val int function calls c memory error if it's the wrong type so i'm not sure if an invalid type is programmer error or c error similarly if the stack is empty should that be a c error or a c error do we need to check even i noticed pop and dup which were written already don't have any checks,public,c0vm
c arrays,use int main int a alloc array int printint a return is printint a supposed to print everytime or an arbitrary value,public,c0vm
can't figure out what to initialize,c v stack t s c v stack new operand stack of c values ubyte p bc function pool code the array of bytes that make up the current function size t pc your current location within the current byte array p c value v the local variables you won't need this till task void v so i think my problem is on line i don't know where to access the array of unsigned integer types is there somewhere i can learn about this,private,c0vm
iand,is iand supposed to be boolean values if so how do we convert it into a boolean if it's represented as a bit signed integer,public,c0vm
for conditional jumps and goto's where do we start counting,so say i had a goto for example say a a where would i start counting the offset if the offset was positive would the byte immediately following a be or would i start counting on a so would be and if the offset was negative would i start counting at a or the byte immediately after a or even the byte immediately before a,public,c0vm
confused about sign extension,hi i made this post private because i am discussing some logic that i am not sure is supposed to be shared so in my bipush function i was able to access my constant by doing p pc since we are accessing the bipush opcode at p pc my question is as follows the writeup says that the byte constant accessed at that index is supposed to be a signed byte constant which would be of type int t however this value is contained within p which is an array of unsigned bytes so every element accessed within p should be of type uint t thus i am now confused is the byte constant that we are trying to access of type uint t or int t as this changes the way that the constant would be sign extended thanks,private,c0vm
directories don't exists,this problem appears reminiscent of but instead of supposedly no such directory or file it appears to find something gcc error afs andrew course bin cc lib not a directory gcc error afs andrew course bin cc runtime not a directory make c vm error i did change my c top in make to point to afs andrew course bin cc so i don't think that's the immediate problem it appears from my limited scrounging that cc is a single file so cc lib just doesn't make sense since that would treat cc as a directory instead of a file however i don't know where we are supposed to get lib and runtime from other wise anyone get this problem know how to solve at least know where i'm supposed to get lib and runtime from thanks in advanced,public,c0vm
valgrinding penalties on autograder,i see messages like score before valgrinding on autograder when i handed in my work if i see messages like these valgrinding c vm tests task shladd bc valgrinding c vm tests task combo bc valgrinding c vm tests task combo bc should i worry about point deductions from these tests especially if autograder doesn't show the errors,public,c0vm
sequence in p,when we call x ildc in p does it work as c c or c c,public,c0vm
written c,for written c i was wondering what the correct what to make a function pointer type say you had a function that takes an int and returns a char would the pointer type be something like char coolfn int n,public,written12
safety of vm operations,i was looking at the code already given to us and i noticed that we did not take into account safety case dup pc c value v c v pop s c v push s v c v push s v break in the above code we never checked to see our c v stack was empty before we popped are we not supposed to think about this stuff here i thought it was similar to the clac lab where we just raise a user input error,public,c0vm
test case issue,i've been having trouble getting past the test case div which is supposed to raise arith error the hint says problem with combination test which i assume means there's something similar to however considering all of my individual functions are working properly and the given code is supposed to properly deal with order of operations assuming that everything's on the stack properly which my own test cases say is true there should really not be any issue with combining the operations i've written a lot of tests and all of them have worked properly and at this point i'm at a loss unless i'm completely misunderstanding what a combination test is just so you know i don't miss any cases where i should call arith error in div i check whether we are dividing by or trying to compute int min and calling arith error if so according the the c reference library these are the only cases when i should raise an error for either div or mod any advice thanks,private,c0vm
shift autograde errors,when i was looking for failed tests in my handin i found this test c vm tests task shr bc expect successful execution test failed expected successful execution actual outcome the program when run produced the wrong answer hint problem with ishl or ishr this is my code for ishr case ishr pc int y pop int s int x pop int s uint t a uint t x uint t b uint t y if b c arith error right shift out of bounds uint t c a b push int s int c break the strangest thing is that my code for ishl which is nearly identical to my code for ishr passed all the tests in autograder but ishr did not i would like to clarify whether there was something i missed in my code for ishr or not,private,c0vm
not finding a file,i do not understand what files its not finding and how to fix this error any guidance would be helpful thanks,public,c0vm
about bipush,what exactly does bipush do,private,c0vm
gcc error,make gcc wall wextra werror wshadow std c pedantic g fwrapv o c vm c vm main c c vm c lib c vm c ffi c lib c vm abort c lib read program c lib stack c lib c v stack c lib xalloc c l usr local share cc lib l usr local share cc runtime wl rpath usr local share cc lib wl rpath usr local share cc runtime limg lstring lcurses largs lparse lfile lconio lbare lfpt ldub gcc error usr local share cc lib no such file or directory gcc error usr local share cc runtime no such file or directory make c vm error i'm getting this error when i run make on the root directory of the c vmcheck handout i have all the files but not sure why its givine me no such file or directory,private,c0vm
task,int main int x return x the above program is my test case i have in my shift left case if num num c arith error invalid left shift count this is the partial output opcode stack size pc division error detected in c vm invalid left shift count floating point exception core dumped if i give a c arith error should i abort after giving the error and i'm confused where the division error is coming from because it's not an error that i'm giving and there is no division taking place in the test code,private,c0vm
dereferencing void,amload says b a and amstore says a b but since a and b are represented by void pointers how are we supposed to dereference these thanks,private,c0vm
failing test for task,hi i am passing every test case for task except one attached below it seems to be a div test but the hint says there is a problem with combination tests can you give me a hint to what the test case is,private,c0vm
bipush,hi how do we access the integer pool and the byte code file in order to write bipush we need to push so is this stored in the integer pool and if so how do we access it thanks,private,c0vm
confusing autolab feedback,i am a little bit confused about the feedback from autolab so does it mean that we do expect arithmetic error but the one my program gave was incorrect test c vm tests task div bc expect c arith error tests failed hint problem with combination tests actual outcome an arithmetic error occurred,private,c0vm
handling autograde errors,when i handed in my work i found this message test c vm tests task div bc expect successful execution test failed expected successful execution actual outcome the program when run produced the wrong answer hint problem with idiv this is my code for idiv case idiv pc int y pop int s int x pop int s if x int min y c arith error division overflow uint t a uint t x uint t b uint t y if b c arith error dividing by zero uint t c a b push int s int c break my code for irem is similar to this and also suffers from the same kind of errors on autograder what i want to understand from these results is whether i misinterpreted any basic requirements for either of these operations,private,c0vm
c memory error,hi so when i submit to autolab i get an error in returnstring bc that c memory error was called when successful execution was expected it says error in functions that return strings all tests for invokestatic and invokenative passed so i'm guessing the error is in return however i don't have c memory error in return so i don't know in which case my error is in i've spent the last hours trying to figure this error out but i don't know where i'm calling c memory error where i'm not supposed to,private,c0vm
aliasing,hi in q part when we initialize int b a does this mean that b points to the contents in a or does it point to the address of a itself,public,written12
understanding an error,i am trying to cast between integer types in my c vm code and am getting a compiler error reading aggregate value used where an integer was expected what does this error mean edit per instructor request i added code and made the post private void push int c v stack t s c value v int t i int t v this line is the one raising the error push s i my anticipation is i need to change my type casting but i'm not sure how,private,c0vm
restore from the stack frame,what does it mean in prog hints txt when it says restore v s p and pc from the stack frame,public,c0vm
